artist,style,genre,movement,tags,url,img,file_name
Carolus-Duran,Realism,portrait,Realism,,https://www.wikiart.org/en/carolus-duran/the-artists-daughter-marie-anne-1874,https://uploads2.wikiart.org/00120/images/carolus-duran/the-artist-s-daughter-marie-anne-1874.jpg!Large.jpg,67741-the-artist-s-daughter-marie-anne-1874.jpg
Paul Cezanne,Post-Impressionism,self-portrait,Post-Impressionism,"['Chin', 'Facialhair', 'Head', 'Forehead', 'Beard', 'Cheek']",https://www.wikiart.org/en/paul-cezanne/self-portrait-with-white-turbaned-detail-1882,https://uploads2.wikiart.org/images/paul-cezanne/self-portrait-with-white-turbaned-detail-1882.jpg!Large.jpg,112848-self-portrait-with-white-turbaned-detail-1882.jpg
Chaibia Talal,Outsider art,self-portrait,Outsider art (Art brut),,https://www.wikiart.org/en/chaibia-talal/le-peintre-1974,https://uploads8.wikiart.org/00334/images/chaibia-talal/le-peintre-1974.jpg!Large.jpg,216764-le-peintre-1974.jpg
Joseph Ducreux,Rococo,"self-portrait,tronie",Rococo,,https://www.wikiart.org/en/joseph-ducreux/le-discret-1790,https://uploads0.wikiart.org/images/joseph-ducreux/le-discret-1790.jpg,27205-le-discret-1790.jpg
Stefan Dimitrescu,Post-Impressionism,portrait,Impressionism,,https://www.wikiart.org/en/stefan-dimitrescu/turks-at-the-caf-1930,https://uploads1.wikiart.org/images/stefan-dimitrescu/turks-at-the-caf-1930.jpg!Large.jpg,107869-turks-at-the-caf-1930.jpg
Gerard van Honthorst,Baroque,portrait,Baroque,"['Hair', 'Beauty', 'Hairstyle']",https://www.wikiart.org/en/gerard-van-honthorst/princess-sophia-later-duchess-of-brunswick-luneburg-electress-of-hanover-1648,https://uploads0.wikiart.org/00310/images/gerard-van-honthorst/van-honthorst-sophie-of-the-palatinate-electress-royal-collection.jpg!Large.jpg,13111-van-honthorst-sophie-of-the-palatinate-electress-royal-collection.jpg
Marcel Janco,Cubism,portrait,Dada,,https://www.wikiart.org/en/marcel-janco/girl-portrait-1930,https://uploads2.wikiart.org/images/marcel-janco/girl-portrait-1930.jpg!Large.jpg,169913-girl-portrait-1930.jpg
Viktor Shatalin,Socialist Realism,portrait,Socialist Realism,,https://www.wikiart.org/en/viktor-shatalin/portrait-of-artists-wife-1960,https://uploads7.wikiart.org/00125/images/viktor-shatalin/portrait-of-artist-s-wife-1960-c.jpg,195889-portrait-of-artist-s-wife-1960-c.jpg
Jacques-Louis David,Neoclassicism,portrait,Neoclassicism,['male-portraits'],https://www.wikiart.org/en/jacques-louis-david/portrait-of-jean-pierre-delahaye,https://uploads4.wikiart.org/00381/images/jacques-louis-david/1-portrait-of-jean-pierre-delahaye-jacques-louis-david.jpg!Large.jpg,30952-1-portrait-of-jean-pierre-delahaye-jacques-louis-david.jpg
Ilya Repin,Realism,portrait,Realism,['Gentleman'],https://www.wikiart.org/en/ilya-repin/portrait-of-lawyer-anatoly-fyodorovichm-koni-1898,https://uploads4.wikiart.org/images/ilya-repin/portrait-of-lawyer-anatoly-fyodorovichm-koni-1898.jpg!Large.jpg,70578-portrait-of-lawyer-anatoly-fyodorovichm-koni-1898.jpg
Dana Schutz,Neo-Expressionism,portrait,Contemporary,"['Blond', 'summer', 'Fun', 'Longhair']",https://www.wikiart.org/en/dana-schutz/frank-in-the-desert-2002,https://uploads7.wikiart.org/00144/images/dana-schutz/frank-in-the-desert-2002.jpg!Large.jpg,250016-frank-in-the-desert-2002.jpg
Luca Signorelli,High Renaissance,portrait,High Renaissance,"['male-portraits', 'famous-people', 'Pictureframe']",https://www.wikiart.org/en/luca-signorelli/claudian-1502,https://uploads0.wikiart.org/images/luca-signorelli/claudian-1502.jpg!Large.jpg,4996-claudian-1502.jpg
Benjamin Constant,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/benjamin-constant/portrait-of-mme-m-s-derviz-1899,https://uploads7.wikiart.org/00257/images/benjamin-constant/benjamin-constant-portrait-of-mme-m-s-derviz.jpg!Large.jpg,50316-benjamin-constant-portrait-of-mme-m-s-derviz.jpg
Graham Sutherland,Expressionism,portrait,Surrealism,,https://www.wikiart.org/en/graham-sutherland/sir-edward-langton-iliffe-1976,https://uploads8.wikiart.org/00229/images/graham-sutherland/sir-edward-langton-iliffe-1976.jpg!Large.jpg,184306-sir-edward-langton-iliffe-1976.jpg
Boris Kustodiev,Art Nouveau (Modern),portrait,Realism,"['male-portraits', 'famous-people', 'Tsar-Nicholas-II', 'Monarch', 'Facialhair', 'Prophet']",https://www.wikiart.org/en/boris-kustodiev/tsar-nicholas-ii-1915,https://uploads8.wikiart.org/images/boris-kustodiev/tsar-nicholas-ii-1915.jpg!Large.jpg,76403-tsar-nicholas-ii-1915.jpg
Nikolai Kuznetsov,Realism,portrait,Realism,['Lady'],https://www.wikiart.org/en/nikolai-dmitriyevich-kuznetsov/portrait-of-rakhily-semenovna-isakovich-1899,https://uploads0.wikiart.org/00162/images/nikolai-dmitriyevich-kuznetsov/woman.jpg!Large.jpg,72040-woman.jpg
Artemisia Gentileschi,Baroque,portrait,Baroque,"['Lady', 'Monarch']",https://www.wikiart.org/en/artemisia-gentileschi/dame-assise-de-trois-quarts,https://uploads1.wikiart.org/images/artemisia-gentileschi/dame-assise-de-trois-quarts.jpg,13466-dame-assise-de-trois-quarts.jpg
Vincent van Gogh,Post-Impressionism,portrait,Post-Impressionism,['female-portraits'],https://www.wikiart.org/en/vincent-van-gogh/an-old-woman-of-arles-1888,https://uploads8.wikiart.org/images/vincent-van-gogh/an-old-woman-of-arles-1888(1).jpg!Large.jpg,114949-an-old-woman-of-arles-1888(1).jpg
Dimitris Mytaras,Expressionism,portrait,Expressionism,,https://www.wikiart.org/en/dimitris-mytaras/untitled-6,https://uploads8.wikiart.org/images/dimitris-mytaras/untitled(6).jpg!Large.jpg,138702-untitled(6).jpg
Raphael Kirchner,Art Nouveau (Modern),portrait,Art Nouveau,"['female-portraits', 'Headpiece', 'Hair', 'Lady', 'Hairaccessory', 'Hairstyle', 'Bridalaccessory', 'Headgear', 'Fashionaccessory', 'Veil']",https://www.wikiart.org/en/raphael-kirchner/justine-johnstone-2,https://uploads6.wikiart.org/images/raphael-kirchner/justine-johnstone-2.jpg,148203-justine-johnstone-2.jpg
Camille Pissarro,Impressionism,portrait,Impressionism,,https://www.wikiart.org/en/camille-pissarro/mother-jolly-1874,https://uploads5.wikiart.org/images/camille-pissarro/mother-jolly-1874.jpg!Large.jpg,90074-mother-jolly-1874.jpg
Orest Kiprensky,Romanticism,portrait,Romanticism,"['Face', 'Sketch', 'Forehead', 'Chin', 'Eyebrow', 'Hairstyle', 'Jaw']",https://www.wikiart.org/en/orest-kiprensky/portrait-of-a-man,https://uploads4.wikiart.org/images/orest-kiprensky/portrait-of-a-man.jpg!Large.jpg,37652-portrait-of-a-man.jpg
Fernando Botero,Naïve Art (Primitivism),self-portrait,Neo-Figurative Art,"['male-portraits', 'famous-people', 'female-portraits', 'Fun']",https://www.wikiart.org/en/fernando-botero/self-portrait-with-sofia,https://uploads2.wikiart.org/images/fernando-botero/self-portrait-with-sofia.jpg!Large.jpg,220828-self-portrait-with-sofia.jpg
Umberto Boccioni,Realism,portrait,Futurism,"['female-portraits', 'Face', 'Sketch', 'Head', 'Forehead', 'Nose', 'Wrinkle', 'Eye']",https://www.wikiart.org/en/umberto-boccioni/the-mother,https://uploads7.wikiart.org/images/umberto-boccioni/the-mother.jpg!Large.jpg,168194-the-mother.jpg
Eyvind Earle,Magic Realism,portrait,Magic Realism,['mother-and-child'],https://www.wikiart.org/en/eyvind-earle/mother-child-1975,https://uploads1.wikiart.org/images/eyvind-earle/mother-child-1975.jpg!Large.jpg,175196-mother-child-1975.jpg
Jean David,Surrealism,portrait,Surrealism,,https://www.wikiart.org/en/jean-david/a-figure,https://uploads7.wikiart.org/images/jean-david/a-figure.jpg,186035-a-figure.jpg
Nikolai Ge,Realism,portrait,Realism,"['male-portraits', 'famous-people', 'Facialhair', 'Beard']",https://www.wikiart.org/en/nikolai-ge/portrait-of-the-author-alexander-herzen,https://uploads3.wikiart.org/images/nikolai-ge/portrait-of-the-author-alexander-herzen.jpg!Large.jpg,64403-portrait-of-the-author-alexander-herzen.jpg
Ilya Repin,Realism,portrait,Realism,['Lady'],https://www.wikiart.org/en/ilya-repin/portrait-of-k-b-boleslavova-1913,https://uploads5.wikiart.org/images/ilya-repin/portrait-of-k-b-boleslavova-1913.jpg!Large.jpg,70674-portrait-of-k-b-boleslavova-1913.jpg
Byzantine Mosaics,Komnenian style (1081-1185),"religious painting,portrait",Byzantine Art,,https://www.wikiart.org/en/byzantine-mosaics/the-co-emperor-alexios-eldest-son-of-john-ii-1122,https://uploads4.wikiart.org/00211/images/byzantine-mosaics/byzantinischer-mosaizist-um-1122-001.jpg!Large.jpg,203-byzantinischer-mosaizist-um-1122-001.jpg
Albin Egger-Lienz,Realism,portrait,Expressionism,,https://www.wikiart.org/en/albin-egger-lienz/bildnis-eines-mannes-kniestuck-1899,https://uploads7.wikiart.org/00151/images/albin-egger-lienz/egger-lienz-bildnis-eines-mannes-kniest-ck.jpeg!Large.jpeg,128655-egger-lienz-bildnis-eines-mannes-kniest-ck.jpeg!Large.jpeg
Titian,Unknown,portrait,High Renaissance,,https://www.wikiart.org/en/titian/portrait-of-pietro-aretino,https://uploads4.wikiart.org/images/titian/portrait-of-pietro-aretino.jpg!Large.jpg,6766-portrait-of-pietro-aretino.jpg
Diego Velazquez,Baroque,portrait,Baroque,"['childrenportraits', 'Lady']",https://www.wikiart.org/en/diego-velazquez/the-infanta-maria-marguerita-in-pink-1659,https://uploads8.wikiart.org/00375/images/diego-velazquez/diego-vel-zquez-026.jpg,14607-diego-vel-zquez-026.jpg
Juan van der Hamen,Baroque,portrait,Baroque,['Chin'],https://www.wikiart.org/en/juan-van-der-hamen/kopf-eines-klerikers,https://uploads6.wikiart.org/00313/images/juan-van-der-hamen/juan-van-der-hamen-y-le-n-kopf-eines-klerikers.jpg!Large.jpg,13823-juan-van-der-hamen-y-le-n-kopf-eines-klerikers.jpg
Ilya Repin,Realism,portrait,Realism,['Lady'],https://www.wikiart.org/en/ilya-repin/portrait-of-nadezhda-borisovna-nordman-severova-1909,https://uploads7.wikiart.org/images/ilya-repin/portrait-of-nadezhda-borisovna-nordman-severova-1909.jpg!Large.jpg,70652-portrait-of-nadezhda-borisovna-nordman-severova-1909.jpg
Irma Stern,Post-Impressionism,portrait,Post-Impressionism,"['Lady', 'Cheek']",https://www.wikiart.org/en/irma-stern/portrait-of-a-young-mpondo-1935,https://uploads3.wikiart.org/images/irma-stern/portrait-of-a-young-mpondo-1935.jpg,126494-portrait-of-a-young-mpondo-1935.jpg
Adrian Ghenie,Neo-Expressionism,portrait,Neo-Expressionism,"['Head', 'Human']",https://www.wikiart.org/en/adrian-ghenie/2cb865e1188c33000fa4843215888b11,https://uploads8.wikiart.org/00227/images/adrian-ghenie/2cb865e1188c33000fa4843215888b11.jpeg!Large.jpeg,219623-2cb865e1188c33000fa4843215888b11.jpeg!Large.jpeg
Ivan Mrkviсka,Impressionism,portrait,Realism,['Gentleman'],https://www.wikiart.org/en/ivan-mrkvicka/portret-na-andrey-tasev-lyapchev,https://uploads8.wikiart.org/00261/images/ivan-mrkvicka/ivan-mrkvicka-portret-of-andrey-lyapchev-jpg-640x640-q100.jpg!Large.jpg,73563-ivan-mrkvicka-portret-of-andrey-lyapchev-jpg-640x640-q100.jpg
Thomas Eakins,Realism,portrait,Realism,['female-portraits'],https://www.wikiart.org/en/thomas-eakins/carmelita-requena-1870,https://uploads7.wikiart.org/images/thomas-eakins/carmelita-requena-1870.jpg!Large.jpg,69938-carmelita-requena-1870.jpg
Salvador Dali,Surrealism,portrait,Surrealism,['Mythology'],https://www.wikiart.org/en/salvador-dali/portrait-of-mrs-charles-swift-1942,https://uploads5.wikiart.org/00156/images/salvador-dali/zzzzz-mrs-charles-swift-1942.jpg!Large.jpg,184990-zzzzz-mrs-charles-swift-1942.jpg
Jacques Villon,Expressionism,portrait,Cubism,"['Sitting', 'CiociaroCostume']",https://www.wikiart.org/en/jacques-villon/l-italienne-after-modigliani-1927,https://uploads0.wikiart.org/images/jacques-villon/l-italienne-after-modigliani-1927.jpg,152372-l-italienne-after-modigliani-1927.jpg
Anthony van Dyck,Baroque,portrait,Baroque,['male-portraits'],https://www.wikiart.org/en/anthony-van-dyck/portrait-of-a-young-general-1627,https://uploads2.wikiart.org/images/anthony-van-dyck/portrait-of-a-young-general-1627.jpg!Large.jpg,14285-portrait-of-a-young-general-1627.jpg
Pyotr Konchalovsky,Post-Impressionism,portrait,Post-Impressionism,"['male-portraits', 'Sitting']",https://www.wikiart.org/en/pyotr-konchalovsky/portrait-of-the-composer-sergei-prokofiev-1934,https://uploads0.wikiart.org/images/pyotr-konchalovsky/portrait-of-the-composer-sergei-prokofiev-1934.jpg!Large.jpg,121255-portrait-of-the-composer-sergei-prokofiev-1934.jpg
Andrei Ryabushkin,Romanticism,portrait,Romanticism,"['female-portraits', 'Bridle', 'Rein', 'Horse', 'Conquistador', 'Horsetack']",https://www.wikiart.org/en/andrei-ryabushkin/rider,https://uploads3.wikiart.org/images/andrei-ryabushkin/rider.jpg!Large.jpg,51990-rider.jpg
George Dawe,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/george-dawe/portrait-of-mikhail-andreyevich-arsenyev-1825,https://uploads6.wikiart.org/00318/images/george-dawe/arsenyev-mihail-andreevich.jpg!Large.jpg,32643-arsenyev-mihail-andreevich.jpg
Louise Elisabeth Vigee Le Brun,Rococo,portrait,Rococo,,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/portrait-of-marie-antoinette-queen-of-france-in-crimson-dress-holding-a-book,https://uploads2.wikiart.org/00380/images/louise-elisabeth-vigee-le-brun/1-portrait-of-marie-antoinette-queen-of-france-in-crimson-dress-holding-a-book-elisabeth-louise.jpg!Large.jpg,27684-1-portrait-of-marie-antoinette-queen-of-france-in-crimson-dress-holding-a-book-elisabeth-louise.jpg
William Merritt Chase,Realism,portrait,Impressionism,['group-portraits'],https://www.wikiart.org/en/william-merritt-chase/mother-and-child-the-first-portrait,https://uploads1.wikiart.org/images/william-merritt-chase/mother-and-child-the-first-portrait.jpg!Large.jpg,97900-mother-and-child-the-first-portrait.jpg
Alphonse Mucha,Art Nouveau (Modern),portrait,Art Nouveau,"['mother-and-child', 'Fictionalcharacter']",https://www.wikiart.org/en/alphonse-mucha/poster-presentation-of-andersen-s-snow-queen,https://uploads2.wikiart.org/images/alphonse-mucha/poster-presentation-of-andersen-s-snow-queen.jpg,143869-poster-presentation-of-andersen-s-snow-queen.jpg
Vilmos Aba-Novak,Expressionism,self-portrait,Expressionism,,https://www.wikiart.org/en/vilmos-aba-novak/double-portrait-the-artist-and-his-wife-1925,https://uploads4.wikiart.org/images/vilmos-aba-novak/double-portrait-the-artist-and-his-wife-1925.jpg,134255-double-portrait-the-artist-and-his-wife-1925.jpg
Alejandro Cabeza,Unknown,portrait,Contemporary Realism,,https://www.wikiart.org/en/alejandro-cabeza/lope-de-vega-2016,https://uploads5.wikiart.org/00103/images/alejandro-cabeza/lope-de-vega.jpg!Large.jpg,240193-lope-de-vega.jpg
Joshua Reynolds,Rococo,portrait,Rococo,"['family-portraits', 'group-portraits']",https://www.wikiart.org/en/joshua-reynolds/the-marlborough-family-1778,https://uploads7.wikiart.org/00379/images/joshua-reynolds/joshua-reynolds-portrait-of-the-marlborough-family-beneath-an-arch-with-a-landscape-beyond.jpg,26218-joshua-reynolds-portrait-of-the-marlborough-family-beneath-an-arch-with-a-landscape-beyond.jpg
Albrecht Anker,Realism,portrait,Realism,,https://www.wikiart.org/en/albert-anker/schreibender-knabe-1908,https://uploads7.wikiart.org/images/albert-anker/schreibender-knabe-1908.jpg!Large.jpg,64570-schreibender-knabe-1908.jpg
Candido Portinari,Expressionism,portrait,Modernismo,,https://www.wikiart.org/en/candido-portinari/sapateiro-de-brodowski-1941,https://uploads7.wikiart.org/images/candido-portinari/sapateiro-de-brodowski-1941.jpg!Large.jpg,215664-sapateiro-de-brodowski-1941.jpg
Vladimir Tretchikoff,Kitsch,portrait,Kitsch,"['Water', 'Head', 'Beauty', 'Human', 'Neck']",https://www.wikiart.org/en/vladimir-tretchikoff/zulu-maiden-0,https://uploads4.wikiart.org/00231/images/vladimir-tretchikoff/zulu-maiden-2.jpg!Large.jpg,237395-zulu-maiden-2.jpg
Thomas Lawrence,Romanticism,portrait,Rococo,"['Lady', 'Gentleman']",https://www.wikiart.org/en/thomas-lawrence/john-bradburne-1800,https://uploads6.wikiart.org/images/thomas-lawrence/john-bradburne-1800.jpg!Large.jpg,28093-john-bradburne-1800.jpg
Simon Vouet,Classicism,self-portrait,Baroque,['Chin'],https://www.wikiart.org/en/simon-vouet/self-portrait-1627,https://uploads2.wikiart.org/00298/images/simon-vouet/vouet-autoportrait-lyon.jpg!Large.jpg,12787-vouet-autoportrait-lyon.jpg
Matej Sternen,Impressionism,portrait,Impressionism,['Gentleman'],https://www.wikiart.org/en/matej-sternen/portrait-ing-k-1940,https://uploads3.wikiart.org/images/matej-sternen/portrait-ing-k-1940.jpg,106250-portrait-ing-k-1940.jpg
Rosalba Carriera,Rococo,portrait,Rococo,"['Hair', 'Face', 'Chin', 'Cheek', 'Lady', 'Nose', 'Hairstyle', 'female-portraits']",https://www.wikiart.org/en/rosalba-carriera/portrait-of-a-young-girl-1708,https://uploads8.wikiart.org/images/rosalba-carriera/portrait-of-a-young-girl-1708.jpg!Large.jpg,24120-portrait-of-a-young-girl-1708.jpg
Raimundo de Madrazo,Rococo,portrait,Academic Art,,https://www.wikiart.org/en/raimundo-madrazo/preparing-for-the-costume-ball,https://uploads7.wikiart.org/00336/images/raimundo-madrazo/raimundo-madrazo-preparing-for-the-costume-ball.jpg!Large.jpg,58738-raimundo-madrazo-preparing-for-the-costume-ball.jpg
George Folingsby,Academicism,portrait,Academic Art,,https://www.wikiart.org/en/george-folingsby/anne-of-denmark-and-james-vi-of-scotland-1866,https://uploads0.wikiart.org/00287/images/george-folingsby/anne-of-denmark-and-james-vi-of-scotland-1866.jpg,57406-anne-of-denmark-and-james-vi-of-scotland-1866.jpg
Archibald Motley,Art Deco,portrait,Art Deco,,https://www.wikiart.org/en/archibald-motley/portrait-of-mrs-a-j-motley-jr-1930,https://uploads7.wikiart.org/00230/images/archibald-motley/portrait-of-mrs-a-j-motley-jr.jpg!Large.jpg,178114-portrait-of-mrs-a-j-motley-jr.jpg
Marianne Stokes,Impressionism,portrait,Impressionism,,https://www.wikiart.org/en/marianne-stokes/a-shepherd-boy-of-felsobanya-1909,https://uploads4.wikiart.org/00266/images/marianne-stokes/hungary-1909-14597285199.jpg!Large.jpg,99158-hungary-1909-14597285199.jpg
Alexey Venetsianov,Realism,portrait,Realism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/alexey-venetsianov/peasant-girl-with-a-sickle-in-the-rye,https://uploads0.wikiart.org/images/alexey-venetsianov/peasant-girl-with-a-sickle-in-the-rye.jpg!Large.jpg,60236-peasant-girl-with-a-sickle-in-the-rye.jpg
Gustave Moreau,Symbolism,portrait,Symbolism,"['famous-people', 'Greek-and-Roman-Mythology', 'Sappho']",https://www.wikiart.org/en/gustave-moreau/sappho-1893,https://uploads6.wikiart.org/images/gustave-moreau/sappho-1893.jpg!Large.jpg,79531-sappho-1893.jpg
William Logsdail,Naturalism,portrait,Realism,,https://www.wikiart.org/en/william-logsdail/guy-bedford-1920,https://uploads2.wikiart.org/00327/images/william-logsdail/guy-bedford-1920.jpg!Large.jpg,73826-guy-bedford-1920.jpg
Josef Kriehuber,Biedermeier,portrait,Realism,,https://www.wikiart.org/en/josef-kriehuber/leopold-i-1828,https://uploads0.wikiart.org/00326/images/josef-kriehuber/leopold-i-litho.JPG!Large.JPG,60822-leopold-i-litho.JPG!Large.JPG
Raimundo de Madrazo,Impressionism,portrait,Academic Art,,https://www.wikiart.org/en/raimundo-madrazo/clotilde-marchioness-of-arcicollar-1892,https://uploads5.wikiart.org/00336/images/raimundo-madrazo/clotilde-marquessa-de-arcic-llar-by-raimundo-madrazo-2.jpg!Large.jpg,58720-clotilde-marquessa-de-arcic-llar-by-raimundo-madrazo-2.jpg
Joseph Binder,Academicism,portrait,Academic Art,,https://www.wikiart.org/en/joseph-binder/albrecht-ii-1853,https://uploads6.wikiart.org/00311/images/joseph-binder/kaisersaal-frankfurt-am-main-nr-35-albrecht-ii-joseph-binder.png!Large.png,56044-kaisersaal-frankfurt-am-main-nr-35-albrecht-ii-joseph-binder.png!Large.png
Luis Álvarez Roure,Classical Realism,portrait,Classical Realism,"['Grandparent', 'Elder', 'Wrinkle']",https://www.wikiart.org/en/luis-alvare-roure/first-visit-2017,https://uploads1.wikiart.org/00308/images/luis-alvare-roure/first-visit-2017.jpg!Large.jpg,229098-first-visit-2017.jpg
Edouard Manet,Impressionism,portrait,Realism,"['female-portraits', 'Lady', 'Victorianfashion', 'Outerwear', 'fashion', 'costumedesign', 'Dress']",https://www.wikiart.org/en/edouard-manet/parisienne-study-of-ellen-andree-1874,https://uploads4.wikiart.org/images/edouard-manet/parisienne-study-of-ellen-andree-1874.jpg!Large.jpg,64762-parisienne-study-of-ellen-andree-1874.jpg
Diego Rivera,Cubism,portrait,Social Realism,,https://www.wikiart.org/en/diego-rivera/portrait-de-martin-luis-guzman-1915,https://uploads1.wikiart.org/images/diego-rivera/portrait-de-martin-luis-guzman-1915.jpg!Large.jpg,139634-portrait-de-martin-luis-guzman-1915.jpg
James Ward,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/james-ward/mrs-william-theobald-n-e-sarah-cooke-1832,https://uploads5.wikiart.org/images/james-ward/mrs-william-theobald-n-e-sarah-cooke-1832.jpg!Large.jpg,36311-mrs-william-theobald-n-e-sarah-cooke-1832.jpg
Cuno Amiet,Art Nouveau (Modern),self-portrait,Symbolism,,https://www.wikiart.org/en/cuno-amiet/self-portrait-1899,https://uploads8.wikiart.org/images/cuno-amiet/self-portrait-1899.jpg,83663-self-portrait-1899.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,portrait,Post-Impressionism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/henri-de-toulouse-lautrec/at-la-bastille-portrait-of-jeanne-wenz-1889,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/at-la-bastille-portrait-of-jeanne-wenz-1889.jpg!Large.jpg,117294-at-la-bastille-portrait-of-jeanne-wenz-1889.jpg
Francisc Sirato,Post-Impressionism,portrait,Post-Impressionism,['Lady'],https://www.wikiart.org/en/francisc-sirato/aristocrat-portrait-lila-artist-s-niece-1933,https://uploads4.wikiart.org/images/francisc-sirato/aristocrat-portrait-lila-artist-s-niece-1933.jpg!Large.jpg,122252-aristocrat-portrait-lila-artist-s-niece-1933.jpg
Charles Turner,Romanticism,portrait,Romanticism,"['Photograph', 'Pictureframe', 'Snapshot']",https://www.wikiart.org/en/charles-turner/louis-xviii-king-of-france-1812,https://uploads8.wikiart.org/images/charles-turner/louis-xviii-king-of-france-1812.jpg!Large.jpg,36482-louis-xviii-king-of-france-1812.jpg
Salvador Dali,Surrealism,portrait,Surrealism,"['Sky', 'Standing']",https://www.wikiart.org/en/salvador-dali/portrait-of-alexander-guest-1959,https://uploads4.wikiart.org/00156/images/salvador-dali/zzzzz-alexander-guest1959-1.jpg!Large.jpg,185234-zzzzz-alexander-guest1959-1.jpg
Bartolomeo Veneto,High Renaissance,portrait,High Renaissance,"['Lady', 'Hairstyle']",https://www.wikiart.org/en/bartolomeo-veneto/portrait-of-a-noble-lady,https://uploads1.wikiart.org/00112/images/bartolomeo-veneto/portrait-of-a-noble-lady.jpg!Large.jpg,6126-portrait-of-a-noble-lady.jpg
Joshua Reynolds,Unknown,portrait,Rococo,,https://www.wikiart.org/en/joshua-reynolds/colonel-george-k-h-coussmaker-grenadier-guards,https://uploads3.wikiart.org/00142/images/57726d91edc2cb3880b4a78a/captain-george-k-h-coussmaker-1759-1801-met-dp169215.jpg!Large.jpg,26235-captain-george-k-h-coussmaker-1759-1801-met-dp169215.jpg
Salvador Dali,Surrealism,portrait,Surrealism,"['Sky', 'Forehead']",https://www.wikiart.org/en/salvador-dali/they-were-there,https://uploads0.wikiart.org/images/salvador-dali/they-were-there.jpg!Large.jpg,184737-they-were-there.jpg
Joseph Farquharson,Realism,portrait,Realism,['Gentleman'],https://www.wikiart.org/en/joseph-farquharson/painter-george-paul-chalmers-1875,https://uploads5.wikiart.org/images/joseph-farquharson/painter-george-paul-chalmers-1875.jpg!Large.jpg,70989-painter-george-paul-chalmers-1875.jpg
Charles M. Russell,Romanticism,portrait,Romanticism,,https://www.wikiart.org/en/charles-m-russell/keeoma-1898,https://uploads0.wikiart.org/images/charles-m-russell/keeoma-1898.jpg!Large.jpg,52136-keeoma-1898.jpg
Vasily Tropinin,Romanticism,portrait,Romanticism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/vasily-tropinin/zolotoshveyka,https://uploads0.wikiart.org/images/vasily-tropinin/zolotoshveyka.jpg!Large.jpg,37172-zolotoshveyka.jpg
Christian Rohlfs,Expressionism,portrait,Expressionism,['Leaf'],https://www.wikiart.org/en/christian-rohlfs/three-heads-1912,https://uploads3.wikiart.org/images/christian-rohlfs/three-heads-1912.jpg,127635-three-heads-1912.jpg
Gerard Sekoto,Expressionism,portrait,Social Realism,"['Face', 'Cheek', 'Head']",https://www.wikiart.org/en/gerard-sekoto/mary-dikeledi-sekoto-1947,https://uploads0.wikiart.org/images/gerard-sekoto/mary-dikeledi-sekoto-1947.jpg,140425-mary-dikeledi-sekoto-1947.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,portrait,Post-Impressionism,['male-portraits'],https://www.wikiart.org/en/henri-de-toulouse-lautrec/portrait-of-georges-henri-manuel-1891,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/portrait-of-georges-henri-manuel-1891.jpg!Large.jpg,117328-portrait-of-georges-henri-manuel-1891.jpg
Mykhailo Boychuk,Expressionism,portrait,Expressionism,"['male-portraits', 'Taras-Shevchenko', 'Face', 'Sketch', 'Head', 'Chin', 'Forehead', 'Jaw', 'Nose']",https://www.wikiart.org/en/mykhailo-boychuk/portrait-of-taras-shevchenko-1915,https://uploads2.wikiart.org/images/mykhailo-boichuk/portrait-of-taras-shevchenko-1915.jpg,131116-portrait-of-taras-shevchenko-1915.jpg
Antoine Pesne,Rococo,portrait,Rococo,"['male-portraits', 'Lady', 'Womanwarrior']",https://www.wikiart.org/en/antoine-pesne/portrait-of-christian-august-prince-of-anhalt-zerbst-father-of-catherine-ii-of-russia-1725,https://uploads3.wikiart.org/images/antoine-pesne/portrait-of-christian-august-prince-of-anhalt-zerbst-father-of-catherine-ii-of-russia-1725.jpg!Large.jpg,24194-portrait-of-christian-august-prince-of-anhalt-zerbst-father-of-catherine-ii-of-russia-1725.jpg
William-Adolphe Bouguereau,Academicism,portrait,Neoclassicism,"['childrenportraits', 'Hair', 'Hairstyle', 'Child', 'Forehead', 'Hairaccessory', 'Headpiece']",https://www.wikiart.org/en/william-adolphe-bouguereau/adornment-fields,https://uploads5.wikiart.org/images/william-adolphe-bouguereau/adornment-fields.jpg!Large.jpg,33885-adornment-fields.jpg
Paula Modersohn-Becker,Expressionism,portrait,Expressionism,"['female-portraits', 'Face', 'Head', 'Sketch', 'Skin', 'Forehead']",https://www.wikiart.org/en/paula-modersohn-becker/portrait-of-a-peasant-woman-with-hood-1903,https://uploads0.wikiart.org/images/paula-modersohn-becker/portrait-of-a-peasant-woman-with-hood-1903.jpg!Large.jpg,129497-portrait-of-a-peasant-woman-with-hood-1903.jpg
