artist,style,genre,movement,tags,url,img,file_name
Pierre-Auguste Renoir,Impressionism,portrait,Impressionism,"['Gentleman', 'Male']",https://www.wikiart.org/en/pierre-auguste-renoir/charles-le-coeur-1874,https://uploads5.wikiart.org/images/pierre-auguste-renoir/charles-le-coeur-1874.jpg!Large.jpg,94530-charles-le-coeur-1874.jpg
Vincent van Gogh,Japonism,portrait,Post-Impressionism,['male-portraits'],https://www.wikiart.org/en/vincent-van-gogh/p%C3%A8re-tanguy,https://uploads8.wikiart.org/images/vincent-van-gogh/père-tanguy.jpg!Large.jpg,115056-père-tanguy.jpg
Thomas Eakins,Realism,portrait,Realism,,https://www.wikiart.org/en/thomas-eakins/mrs-mary-arthur,https://uploads1.wikiart.org/00380/images/thomas-eakins/main-image-2.jpg!Large.jpg,70156-main-image-2.jpg
Georg Pauli,Realism,portrait,Symbolism,['Lady'],https://www.wikiart.org/en/georg-pauli/girl-in-a-gondola,https://uploads0.wikiart.org/images/georg-pauli/girl-in-a-gondola.jpg!Large.jpg,81934-girl-in-a-gondola.jpg
Pierre-Auguste Renoir,Impressionism,portrait,Impressionism,['Lady'],https://www.wikiart.org/en/pierre-auguste-renoir/gabrielle-in-a-red-blouse,https://uploads0.wikiart.org/images/pierre-auguste-renoir/gabrielle-in-a-red-blouse.jpg!Large.jpg,95420-gabrielle-in-a-red-blouse.jpg
Diego Velazquez,Baroque,portrait,Baroque,['male-portraits'],https://www.wikiart.org/en/diego-velazquez/the-buffoon-juan-de-calabazas-calabacillas,https://uploads2.wikiart.org/images/diego-velazquez/the-buffoon-juan-de-calabazas-calabacillas.jpg!Large.jpg,14516-the-buffoon-juan-de-calabazas-calabacillas.jpg
Joshua Reynolds,Rococo,portrait,Rococo,"['family-portraits', 'female-portraits', 'double-portraits', 'Lady', 'Mythology']",https://www.wikiart.org/en/joshua-reynolds/mrs-thrale-and-her-daughter-hester-queeney-1778,https://uploads6.wikiart.org/images/joshua-reynolds/mrs-thrale-and-her-daughter-hester-queeney-1778.jpg,26215-mrs-thrale-and-her-daughter-hester-queeney-1778.jpg
John Singer Sargent,Realism,portrait,Realism,"['famous-people', 'female-portraits']",https://www.wikiart.org/en/john-singer-sargent/madame-helleu,https://uploads4.wikiart.org/images/john-singer-sargent/madame-helleu.jpg!Large.jpg,72947-madame-helleu.jpg
Hans Holbein the Younger,Northern Renaissance,portrait,Northern Renaissance,"['female-portraits', 'Pendant', 'Fashionaccessory', 'Jewellery', 'Necklace', 'Locket']",https://www.wikiart.org/en/hans-holbein-the-younger/portrait-of-jane-pemberton,https://uploads3.wikiart.org/images/hans-holbein-the-younger/portrait-of-jane-pemberton.jpg,9987-portrait-of-jane-pemberton.jpg
Pyotr Konchalovsky,Post-Impressionism,portrait,Post-Impressionism,"['male-portraits', 'Sitting']",https://www.wikiart.org/en/pyotr-konchalovsky/portrait-of-n-s-mikhalkov-in-the-chair-1954,https://uploads5.wikiart.org/images/pyotr-konchalovsky/portrait-of-n-s-mikhalkov-in-the-chair-1954.jpg,121519-portrait-of-n-s-mikhalkov-in-the-chair-1954.jpg
Henryk Rodakowski,Romanticism,"portrait,sketch and study",Romanticism,['Gentleman'],https://www.wikiart.org/en/henryk-rodakowski/ukrainian-1867-0,https://uploads0.wikiart.org/00191/images/henryk-rodakowski/3-1867.jpg!Large.jpg,44423-3-1867.jpg
Christian Schad,Magic Realism,portrait,Dada,"['Hair', 'Lady', 'Beauty', 'Hairstyle', 'Lip']",https://www.wikiart.org/en/christian-schad/bettina-1942,https://uploads8.wikiart.org/images/christian-schad/bettina-1942.jpg!Large.jpg,169892-bettina-1942.jpg
Andy Warhol,Pop Art,portrait,Pop Art,"['famous-people', 'female-portraits', 'Ingrid-Bergman', 'Ear', 'Chin', 'Lip']",https://www.wikiart.org/en/andy-warhol/ingrid-bergman-as-herself-2,https://uploads0.wikiart.org/images/andy-warhol/ingrid-bergman-as-herself-2.jpg,226471-ingrid-bergman-as-herself-2.jpg
Koloman Moser,Realism,portrait,Art Nouveau,['Lady'],https://www.wikiart.org/en/koloman-moser/serpentine-dancer-poster-design-for-lois-fuller-1,https://uploads7.wikiart.org/images/koloman-moser/serpentine-dancer-poster-design-for-lois-fuller-1.jpg!Large.jpg,145956-serpentine-dancer-poster-design-for-lois-fuller-1.jpg
Richard Gerstl,Art Nouveau (Modern),portrait,Expressionism,"['Lady', 'fashion', 'Dress']",https://www.wikiart.org/en/richard-gerstl/mother-and-daughter-1906,https://uploads0.wikiart.org/images/richard-gerstl/mother-and-daughter-1906.jpg,131213-mother-and-daughter-1906.jpg
Antoine Pesne,Rococo,portrait,Rococo,"['famous-people', 'female-portraits', 'Lady', 'fashion']",https://www.wikiart.org/en/antoine-pesne/isabel-cristina-de-brunswick-wolfenb-ttel,https://uploads8.wikiart.org/images/antoine-pesne/isabel-cristina-de-brunswick-wolfenb-ttel.jpg!Large.jpg,24209-isabel-cristina-de-brunswick-wolfenb-ttel.jpg
Filippo Cifariello,Realism,"sculpture,portrait",Neoclassicism,"['Classicalsculpture', 'Bronzesculpture', 'Statue', 'Chin', 'Forehead', 'Nonbuildingstructure', 'Museum']",https://www.wikiart.org/en/filippo-cifariello/portrait-of-the-lawyer-giuseppe-pugliese,https://uploads8.wikiart.org/00151/images/filippo-cifariello/portrait-of-the-lawyer-giuseppe-pugliese-1.jpeg!Large.jpeg,34310-portrait-of-the-lawyer-giuseppe-pugliese-1.jpeg!Large.jpeg
Vasily Surikov,Realism,portrait,Realism,['female-portraits'],https://www.wikiart.org/en/vasily-surikov/the-model-in-the-ancient-russian-costume-1882,https://uploads4.wikiart.org/images/vasily-surikov/the-model-in-the-ancient-russian-costume-1882.jpg!Large.jpg,71201-the-model-in-the-ancient-russian-costume-1882.jpg
Nicolae Tonitza,Expressionism,portrait,Post-Impressionism,['Child'],https://www.wikiart.org/en/nicolae-tonitza/girl-in-white-1924,https://uploads5.wikiart.org/images/nicolae-tonitza/girl-in-white-1924.jpg!Large.jpg,126082-girl-in-white-1924.jpg
Constantin Daniel Rosenthal,Romanticism,portrait,Romanticism,['Gentleman'],https://www.wikiart.org/en/constantin-daniel-rosenthal/portrait-of-teodor-arion-1848,https://uploads1.wikiart.org/images/constantin-daniel-rosenthal/portrait-of-teodor-arion-1848.jpg!Large.jpg,43753-portrait-of-teodor-arion-1848.jpg
Ivan Kramskoy,Realism,portrait,Realism,['male-portraits'],https://www.wikiart.org/en/ivan-kramskoy/portrait-of-admiral-login-loginovich-heyden-1882,https://uploads6.wikiart.org/images/ivan-kramskoy/portrait-of-admiral-login-loginovich-heyden-1882.jpg!Large.jpg,67653-portrait-of-admiral-login-loginovich-heyden-1882.jpg
James Tissot,Japonism,portrait,Realism,"['female-portraits', 'Sketch']",https://www.wikiart.org/en/james-tissot/the-summer,https://uploads3.wikiart.org/images/james-tissot/the-summer.jpg!Large.jpg,67156-the-summer.jpg
Jean-Francois Millet,Realism,portrait,Realism,"['female-portraits', 'Gentleman', 'Male']",https://www.wikiart.org/en/jean-francois-millet/portrait-of-eugene-canoville-1840,https://uploads7.wikiart.org/images/jean-francois-millet/portrait-of-eugene-canoville-1840.jpg!Large.jpg,61579-portrait-of-eugene-canoville-1840.jpg
Vittorio Tessari,Naturalism,portrait,Naturalism,,https://www.wikiart.org/en/vittorio-tessari/portrait-of-a-girl,https://uploads6.wikiart.org/00329/images/vittorio-tessari/167.jpg,78933-167.jpg
Henri Matisse,Post-Impressionism,portrait,Impressionism,['Gentleman'],https://www.wikiart.org/en/henri-matisse/marguerite-wearing-a-hat-1918,https://uploads5.wikiart.org/images/henri-matisse/marguerite-wearing-a-hat-1918.jpg!Large.jpg,105571-marguerite-wearing-a-hat-1918.jpg
Maria Bozoky,Expressionism,portrait,Expressionism,"['Tower', 'Evergreen']",https://www.wikiart.org/en/bozoky-maria/lady-in-prague,https://uploads8.wikiart.org/00285/images/bozoky-maria/bozoky-37x27-cm-lady-in-prague.jpg,137371-bozoky-37x27-cm-lady-in-prague.jpg
Matthias Grünewald,Northern Renaissance,portrait,Northern Renaissance,"['female-portraits', 'Abbess', 'Cope']",https://www.wikiart.org/en/matthias-grunewald/heller-altarpiece-detail-1509-3,https://uploads3.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-1509-3.jpg!Large.jpg,8301-heller-altarpiece-detail-1509-3.jpg
Max Kurzweil,Art Nouveau (Modern),portrait,Expressionism,"['female-portraits', 'Clothing', 'Dress', 'Orange', 'Lady', 'Beauty', 'Gown', 'costumedesign']",https://www.wikiart.org/en/max-kurzweil/lady-in-yellow-1899,https://uploads3.wikiart.org/images/max-kurzweil/lady-in-yellow-1899.jpg!Large.jpg,128620-lady-in-yellow-1899.jpg
Louise Elisabeth Vigee Le Brun,Rococo,portrait,Rococo,,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/princess-louise-of-prussia-princess-antoni-henryk-radziwill,https://uploads2.wikiart.org/00380/images/louise-elisabeth-vigee-le-brun/princess-louise-of-prussia-princess-antoni-henryk-radziwill-1770-1836-luiza-z-hohenzollernow-ra.jpg!Large.jpg,27686-princess-louise-of-prussia-princess-antoni-henryk-radziwill-1770-1836-luiza-z-hohenzollernow-ra.jpg
Rolf Amstrong,Poster Art Realism,portrait,Poster Art Realism,"['Face', 'Lady']",https://www.wikiart.org/en/rolf-amstrong/portrait-of-a-woman,https://uploads3.wikiart.org/images/rolf-amstrong/portrait-of-a-woman.jpg,238344-portrait-of-a-woman.jpg
George Romney,Rococo,portrait,Rococo,"['Lady', 'Gentleman']",https://www.wikiart.org/en/george-romney/lieutenant-colonel-sir-charles-stuart-1753-1801-1779,https://uploads1.wikiart.org/images/george-romney/lieutenant-colonel-sir-charles-stuart-1753-1801-1779.jpg!Large.jpg,26897-lieutenant-colonel-sir-charles-stuart-1753-1801-1779.jpg
Pablo Picasso,Expressionism,self-portrait,Post-Impressionism,"['male-portraits', 'famous-people', 'Pablo-Picasso', 'Chin']",https://www.wikiart.org/en/pablo-picasso/self-portrait-1901-2,https://uploads5.wikiart.org/images/pablo-picasso/self-portrait-1901-2.jpg!Large.jpg,123185-self-portrait-1901-2.jpg
Thomas Lawrence,Romanticism,portrait,Rococo,,https://www.wikiart.org/en/thomas-lawrence/charles-hope-as-bacchus,https://uploads1.wikiart.org/images/thomas-lawrence/charles-hope-as-bacchus.jpg!Large.jpg,28216-charles-hope-as-bacchus.jpg
John Singer Sargent,Realism,portrait,Realism,"['famous-people', 'female-portraits', 'Lady']",https://www.wikiart.org/en/john-singer-sargent/mrs-hamilton-mckown-twombly-florence-adele-vanderbilt-1890,https://uploads4.wikiart.org/images/john-singer-sargent/mrs-hamilton-mckown-twombly-florence-adele-vanderbilt-1890.jpg!Large.jpg,72972-mrs-hamilton-mckown-twombly-florence-adele-vanderbilt-1890.jpg
Vincent van Gogh,Post-Impressionism,self-portrait,Post-Impressionism,"['arts-and-crafts', 'male-portraits', 'famous-people', 'Vincent-Van-Gogh']",https://www.wikiart.org/en/vincent-van-gogh/self-portrait-with-dark-felt-hat-at-the-easel-1886,https://uploads5.wikiart.org/images/vincent-van-gogh/self-portrait-with-dark-felt-hat-at-the-easel-1886(1).jpg!Large.jpg,114661-self-portrait-with-dark-felt-hat-at-the-easel-1886(1).jpg
Joan Brull,Art Nouveau (Modern),portrait,Symbolism,,https://www.wikiart.org/en/joan-brull/nena-amb-rosari,https://uploads8.wikiart.org/00313/images/joan-brull/nena-amb-rosari-joan-brull-i-vinyoles-1863-1912.jpg!Large.jpg,83030-nena-amb-rosari-joan-brull-i-vinyoles-1863-1912.jpg
Silvestro Lega,Realism,portrait,Realism,"['Cheek', 'Eye', 'male-portraits', 'childrenportraits', '1860spaintingsfromItaly']",https://www.wikiart.org/en/silvestro-lega/ritratto-di-bambino,https://uploads8.wikiart.org/00214/images/silvestro-lega/ritratto-di-bambino-silvestro-lega.jpg!Large.jpg,63537-ritratto-di-bambino-silvestro-lega.jpg
Gerard van Honthorst,Baroque,portrait,Baroque,['Cheek'],https://www.wikiart.org/en/gerard-van-honthorst/portret-van-willem-iii-prins-van-oranje-1653,https://uploads8.wikiart.org/00310/images/gerard-van-honthorst/gerard-van-honthorst-portret-van-willem-iii-1650-1702-prins-van-oranje-sk-a-521-rijksmuseum.jpg!Large.jpg,13142-gerard-van-honthorst-portret-van-willem-iii-1650-1702-prins-van-oranje-sk-a-521-rijksmuseum.jpg
Émile Bayard,Academicism,portrait,Academic Art,['1880spaintingsfromFrance'],https://www.wikiart.org/en/emile-bayard/lpdp-77655-28-1880,https://uploads4.wikiart.org/00334/images/emile-bayard/lpdp-77655-28.jpg,58178-lpdp-77655-28.jpg
Ivan Kramskoy,Realism,portrait,Realism,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/ivan-kramskoy/portrait-of-the-artist-g-g-myasoedov-1872,https://uploads8.wikiart.org/images/ivan-kramskoy/portrait-of-the-artist-g-g-myasoedov-1872.jpg!Large.jpg,67587-portrait-of-the-artist-g-g-myasoedov-1872.jpg
Paul Klee,Surrealism,portrait,Expressionism,"['female-portraits', 'Font']",https://www.wikiart.org/en/paul-klee/a-swarming-1938,https://uploads8.wikiart.org/images/paul-klee/a-swarming-1938(1).jpg!Large.jpg,130049-a-swarming-1938(1).jpg
John Singer Sargent,Realism,portrait,Realism,"['famous-people', 'female-portraits', 'Lady']",https://www.wikiart.org/en/john-singer-sargent/madame-paul-escudier,https://uploads2.wikiart.org/images/john-singer-sargent/madame-paul-escudier.jpg!Large.jpg,72806-madame-paul-escudier.jpg
Henri Matisse,Post-Impressionism,portrait,Impressionism,['Lady'],https://www.wikiart.org/en/henri-matisse/unknown,https://uploads0.wikiart.org/images/henri-matisse/unknown.jpg,105747-unknown.jpg
Arturo Souto,Expressionism,portrait,Expressionism,['female-portraits'],https://www.wikiart.org/en/arturo-souto/black,https://uploads7.wikiart.org/images/arturo-souto/black.jpg!Large.jpg,135037-black.jpg
Frans Hals,Baroque,portrait,Baroque,"['female-portraits', 'Lady', 'Victorianfashion']",https://www.wikiart.org/en/frans-hals/portrait-of-a-woman-1633-1,https://uploads8.wikiart.org/images/frans-hals/portrait-of-a-woman-1633-1.jpg!Large.jpg,12170-portrait-of-a-woman-1633-1.jpg
Pyotr Konchalovsky,Post-Impressionism,self-portrait,Post-Impressionism,"['male-portraits', 'famous-people']",https://www.wikiart.org/en/pyotr-konchalovsky/self-portrait-with-wife-1928,https://uploads8.wikiart.org/images/pyotr-konchalovsky/self-portrait-with-wife-1928.jpg,121079-self-portrait-with-wife-1928.jpg
Lajos Tihanyi,Expressionism,self-portrait,Post-Impressionism,,https://www.wikiart.org/en/lajos-tihanyi/self-portrait-wearing-cap-1910,https://uploads6.wikiart.org/images/lajos-tihanyi/self-portrait-wearing-cap-1910.jpg!Large.jpg,126019-self-portrait-wearing-cap-1910.jpg
Lilla Cabot Perry,Impressionism,portrait,Impressionism,['Lady'],https://www.wikiart.org/en/lilla-cabot-perry/the-silver-vase-1905,https://uploads0.wikiart.org/images/lilla-cabot-perry/the-silver-vase-1905.jpg!Large.jpg,97050-the-silver-vase-1905.jpg
John Singer Sargent,Realism,portrait,Realism,"['male-portraits', 'famous-people']",https://www.wikiart.org/en/john-singer-sargent/lord-russell-of-killowen-1899,https://uploads2.wikiart.org/images/john-singer-sargent/lord-russell-of-killowen-1899.jpg!Large.jpg,73055-lord-russell-of-killowen-1899.jpg
Alice Bailly,Expressionism,portrait,Post-Impressionism,"['Lady', 'Blackhair']",https://www.wikiart.org/en/alice-bailly/arthur-honegger-with-king-david-1921,https://uploads0.wikiart.org/00145/images/alice-bailly/display-image-19.jpg!Large.jpg,120438-display-image-19.jpg
Ivan Kramskoy,Realism,portrait,Realism,"['male-portraits', 'Gentleman', 'Male']",https://www.wikiart.org/en/ivan-kramskoy/portrait-of-prince-pavel-ivanovich-lieven-1879,https://uploads4.wikiart.org/images/ivan-kramskoy/portrait-of-prince-pavel-ivanovich-lieven-1879.jpg!Large.jpg,67629-portrait-of-prince-pavel-ivanovich-lieven-1879.jpg
George Frederick Watts,Academicism,portrait,Symbolism,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/george-frederick-watts/george-douglas-campbell-8th-duke-of-argyll,https://uploads3.wikiart.org/images/george-frederick-watts/george-douglas-campbell-8th-duke-of-argyll(1).jpg!Large.jpg,79264-george-douglas-campbell-8th-duke-of-argyll(1).jpg
Maurice Quentin de La Tour,Rococo,portrait,Rococo,"['male-portraits', 'Face', 'Forehead', 'Chin', 'Head', 'Nose', 'Facialhair', 'Moustache']",https://www.wikiart.org/en/maurice-quentin-de-la-tour/face-of-the-man,https://uploads4.wikiart.org/images/maurice-quentin-de-la-tour/face-of-the-man.jpg!Large.jpg,25484-face-of-the-man.jpg
Mary Cassatt,Realism,portrait,Impressionism,['female-portraits'],https://www.wikiart.org/en/mary-cassatt/mrs-robert-simpson-cassatt-1873,https://uploads6.wikiart.org/images/mary-cassatt/mrs-robert-simpson-cassatt-1873.jpg!Large.jpg,96379-mrs-robert-simpson-cassatt-1873.jpg
Ethel Léontine Gabain,Neo-Romanticism,portrait,Neo-Romanticism,,https://www.wikiart.org/en/ethel-leontine-gabain/at-a-sunny-window,https://uploads8.wikiart.org/00327/images/ethel-leontine-gabain/at-a-sunny-window.jpg!Large.jpg,197928-at-a-sunny-window.jpg
Octavio Ocampo,Surrealism,portrait,Surrealism,"['female-portraits', 'Mona-Lisa', 'Lady']",https://www.wikiart.org/en/octavio-ocampo/mona-lisa-s-chair,https://uploads3.wikiart.org/images/octavio-ocampo/mona-lisa-s-chair.jpg!Large.jpg,189906-mona-lisa-s-chair.jpg
Giuseppe Maria Crespi,Baroque,portrait,Baroque,"['male-portraits', 'Cardinal', 'Curtain', 'furniture-and-decoration', 'Library']",https://www.wikiart.org/en/giuseppe-maria-crespi/cardinal-prospero-lambertini-1740,https://uploads8.wikiart.org/images/giuseppe-maria-crespi/cardinal-prospero-lambertini-1740.jpg!Large.jpg,18684-cardinal-prospero-lambertini-1740.jpg
Joseph Wright,Romanticism,portrait,Neoclassicism,"['female-portraits', 'Hair', 'Lady', 'Hairstyle', 'Beauty']",https://www.wikiart.org/en/joseph-wright/portrait-of-mrs-catherine-swindell-1772,https://uploads6.wikiart.org/images/joseph-wright/portrait-of-mrs-catherine-swindell-1772.jpg!Large.jpg,30233-portrait-of-mrs-catherine-swindell-1772.jpg
Konstantin Makovsky,Romanticism,portrait,Romanticism,['childrenportraits'],https://www.wikiart.org/en/konstantin-makovsky/peasant-children-at-rest,https://uploads6.wikiart.org/images/konstantin-makovsky/peasant-children-at-rest.jpg!Large.jpg,49320-peasant-children-at-rest.jpg
Giuseppe de Nittis,Impressionism,portrait,Impressionism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/giuseppe-de-nittis/a-lady-from-naples,https://uploads8.wikiart.org/images/giuseppe-de-nittis/a-lady-from-naples.jpg!Large.jpg,96786-a-lady-from-naples.jpg
Frederic Leighton,Academicism,portrait,Academic Art,"['allegories-and-symbols', 'female-portraits', 'Classicalsculpture', 'Statue', 'Stonecarving', 'Mythology']",https://www.wikiart.org/en/frederic-leighton/faticida,https://uploads6.wikiart.org/images/frederic-leighton/faticida.jpg!Large.jpg,57561-faticida.jpg
Alexander Calder,Expressionism,portrait,Kinetic art,"['Face', 'Head', 'Cheek', 'Forehead']",https://www.wikiart.org/en/alexander-calder/miro-tamayo-and-jeanneret-1949,https://uploads3.wikiart.org/00209/images/alexander-calder/mir-tamayo-and-jeanneret-1949.jpg,221425-mir-tamayo-and-jeanneret-1949.jpg
Felix Nadar,Pictorialism,"photo,portrait",Pictorialism,,https://www.wikiart.org/en/nadar/emile-zola-1902,https://uploads0.wikiart.org/00335/images/nadar/mile-zola-nadar.jpg!Large.jpg,196547-mile-zola-nadar.jpg
Sun Mu,Socialist Realism,portrait,Socialist Realism,,https://www.wikiart.org/en/sun-mu/squeal-2010,https://uploads3.wikiart.org/00192/images/sun-mu/squeal-2010.jpg!Large.jpg,196324-squeal-2010.jpg
Konstantin Korovin,Impressionism,portrait,Impressionism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/konstantin-korovin/portrait-of-sofia-golitsyna-1886,https://uploads4.wikiart.org/images/konstantin-korovin/portrait-of-sofia-golitsyna-1886.jpg!Large.jpg,102330-portrait-of-sofia-golitsyna-1886.jpg
