artist,style,genre,movement,tags,url,img,file_name
Lo Scheggia,Early Renaissance,"genre painting,nude painting (nu)",Early Renaissance,"['Human', 'Muscle', 'Humanbody']",https://www.wikiart.org/en/lo-scheggia/desco-da-parto-con-due-fanciulli-che-giocano,https://uploads0.wikiart.org/00218/images/lo-scheggia/lo-scheggia-desco-da-parto-con-due-fanciulli-che-giocano.JPG!Large.JPG,3338-lo-scheggia-desco-da-parto-con-due-fanciulli-che-giocano.JPG!Large.JPG
Lo Scheggia,Early Renaissance,nude painting (nu),Early Renaissance,"['Arm', 'Human']",https://www.wikiart.org/en/lo-scheggia/reclining-youth,https://uploads7.wikiart.org/00218/images/lo-scheggia/lo-scheggia-reclining-youth-wga20987.jpg!Large.jpg,3341-lo-scheggia-reclining-youth-wga20987.jpg
Gentile Bellini,High Renaissance,nude painting (nu),Early Renaissance,"['Mythology', 'Beauty']",https://www.wikiart.org/en/gentile-bellini/junge-frau-bei-der-toilette,https://uploads5.wikiart.org/00290/images/gentile-bellini/giovanni-bellini-giovane-donna-nuda-allo-specchio.jpg!Large.jpg,3689-giovanni-bellini-giovane-donna-nuda-allo-specchio.jpg
Antonio del Pollaiolo,Early Renaissance,nude painting (nu),Early Renaissance,"['History', 'Ancienthistory', 'Stonecarving']",https://www.wikiart.org/en/antonio-del-pollaiolo/nude-dancers-1465,https://uploads1.wikiart.org/00247/images/antonio-del-pollaiolo/antonio-del-pollaiolo-nudi-danzanti.jpg!Large.jpg,3699-antonio-del-pollaiolo-nudi-danzanti.jpg
Antonio del Pollaiolo,Early Renaissance,"nude painting (nu),mythological painting",Early Renaissance,"['Human', 'Organism', 'Sketch']",https://www.wikiart.org/en/antonio-del-pollaiolo/battle-of-the-nudes-1475,https://uploads4.wikiart.org/00245/images/antonio-del-pollaiolo/battle-of-the-naked-men-metny.jpg!Large.jpg,3709-battle-of-the-naked-men-metny.jpg
Pietro Perugino,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Human', 'Male', 'Mythology', 'Humanbody', 'Barechested']",https://www.wikiart.org/en/pietro-perugino/four-naked,https://uploads6.wikiart.org/images/pietro-perugino/four-naked.jpg!Large.jpg,5156-four-naked.jpg
Piero di Cosimo,Unknown,"portrait,nude painting (nu)",High Renaissance,,https://www.wikiart.org/en/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490,https://uploads8.wikiart.org/images/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg!Large.jpg,5580-portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Mythology']",https://www.wikiart.org/en/michelangelo/ignudo,https://uploads8.wikiart.org/images/michelangelo/ignudo.jpg!Large.jpg,5750-ignudo.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,['male-nude'],https://www.wikiart.org/en/michelangelo/ignudo-1,https://uploads0.wikiart.org/images/michelangelo/ignudo-1.jpg,5751-ignudo-1.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology', 'Male', 'Statue', 'Chest']",https://www.wikiart.org/en/michelangelo/ignudo-2,https://uploads0.wikiart.org/images/michelangelo/ignudo-2.jpg,5752-ignudo-2.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Barechested', 'Male', 'Muscle', 'Chest', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-3,https://uploads1.wikiart.org/images/michelangelo/ignudo-3.jpg!Large.jpg,5753-ignudo-3.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Mythology', 'Muscle', 'Barechested']",https://www.wikiart.org/en/michelangelo/ignudo-4,https://uploads1.wikiart.org/images/michelangelo/ignudo-4.jpg!Large.jpg,5754-ignudo-4.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Arm', 'Leg', 'Mythology', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-5,https://uploads1.wikiart.org/images/michelangelo/ignudo-5.jpg!Large.jpg,5755-ignudo-5.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Chest', 'Mythology', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-6,https://uploads1.wikiart.org/images/michelangelo/ignudo-6.jpg!Large.jpg,5756-ignudo-6.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology']",https://www.wikiart.org/en/michelangelo/ignudo-7,https://uploads1.wikiart.org/images/michelangelo/ignudo-7.jpg!Large.jpg,5757-ignudo-7.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-8,https://uploads1.wikiart.org/images/michelangelo/ignudo-8.jpg!Large.jpg,5758-ignudo-8.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Leg', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-9,https://uploads1.wikiart.org/images/michelangelo/ignudo-9.jpg!Large.jpg,5759-ignudo-9.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-10,https://uploads2.wikiart.org/images/michelangelo/ignudo-10.jpg!Large.jpg,5760-ignudo-10.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology', 'Male', 'Leg', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-11,https://uploads2.wikiart.org/images/michelangelo/ignudo-11.jpg!Large.jpg,5761-ignudo-11.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Leg', 'Muscle', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-12,https://uploads2.wikiart.org/images/michelangelo/ignudo-12.jpg!Large.jpg,5762-ignudo-12.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,['male-nude'],https://www.wikiart.org/en/michelangelo/ignudo-13,https://uploads2.wikiart.org/images/michelangelo/ignudo-13.jpg!Large.jpg,5763-ignudo-13.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Chest', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-14,https://uploads2.wikiart.org/images/michelangelo/ignudo-14.jpg!Large.jpg,5764-ignudo-14.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Leg', 'Muscle']",https://www.wikiart.org/en/michelangelo/ignudo-15,https://uploads2.wikiart.org/images/michelangelo/ignudo-15.jpg!Large.jpg,5765-ignudo-15.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Muscle', 'Male', 'Leg', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-16,https://uploads2.wikiart.org/images/michelangelo/ignudo-16.jpg!Large.jpg,5766-ignudo-16.jpg
Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['female-nude', 'women-and-mirrors', 'Sketch', 'Figuredrawing']",https://www.wikiart.org/en/michelangelo/nude-woman-on-her-knees,https://uploads7.wikiart.org/images/michelangelo/nude-woman-on-her-knees.jpg!Large.jpg,5894-nude-woman-on-her-knees.jpg
Giorgione,High Renaissance,nude painting (nu),High Renaissance,['female-nude'],https://www.wikiart.org/en/giorgione/nude-young-woman-1508,https://uploads4.wikiart.org/nude-young-woman-1508(1).jpg!Large.jpg,5955-nude-young-woman-1508(1).jpg
Palma Vecchio,High Renaissance,"portrait,nude painting (nu)",High Renaissance,"['Flora', 'Lady', 'Beauty', 'Blond', 'Sitting']",https://www.wikiart.org/en/palma-vecchio/a-blonde-woman-1520,https://uploads4.wikiart.org/00218/images/palma-vecchio/palma-il-vecchio-a-blonde-woman.jpg!Large.jpg,6162-palma-il-vecchio-a-blonde-woman.jpg
Palma Vecchio,High Renaissance,"portrait,nude painting (nu)",High Renaissance,"['Lady', 'Beauty', 'Sitting']",https://www.wikiart.org/en/palma-vecchio/portrait-of-a-woman-know-as-portrait-of-a-courtsesan,https://uploads0.wikiart.org/00222/images/palma-vecchio/jacopo-negretti-called-palma-the-elder-portrait-of-a-woman-known-as-portrait-of-a-courtesan-google.jpg!Large.jpg,6178-jacopo-negretti-called-palma-the-elder-portrait-of-a-woman-known-as-portrait-of-a-courtesan-google.jpg
Giulio Romano,High Renaissance,nude painting (nu),High Renaissance,,https://www.wikiart.org/en/giulio-romano/woman-before-the-mirror,https://uploads6.wikiart.org/00327/images/giulio-romano/woman-before-the-mirror.jpg!Large.jpg,7092-woman-before-the-mirror.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Sketch', 'Figuredrawing', 'Standing', 'Human']",https://www.wikiart.org/en/albrecht-durer/nude-1493,https://uploads4.wikiart.org/images/albrecht-durer/nude-1493.jpg!Large.jpg,8418-nude-1493.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Figuredrawing', 'Human', 'Sketch', 'Standing', 'Arm', 'Joint', 'Muscle', 'Humanbody']",https://www.wikiart.org/en/albrecht-durer/nude-study-nude-female-from-the-back-1495,https://uploads0.wikiart.org/images/albrecht-durer/nude-study-nude-female-from-the-back-1495.jpg!Large.jpg,8451-nude-study-nude-female-from-the-back-1495.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Sketch', 'Human']",https://www.wikiart.org/en/albrecht-durer/woman-s-bath,https://uploads7.wikiart.org/images/albrecht-durer/woman-s-bath.jpg!Large.jpg,8486-woman-s-bath.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Sketch', 'Figuredrawing', 'Human']",https://www.wikiart.org/en/albrecht-durer/the-four-witches-1497,https://uploads7.wikiart.org/images/albrecht-durer/the-four-witches-1497.jpg!Large.jpg,8510-the-four-witches-1497.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['animals', 'male-nude', 'Standing', 'Male', 'Figuredrawing', 'Sketch', 'Human']",https://www.wikiart.org/en/albrecht-durer/male-nude-with-a-glass-and-snake-asclepius,https://uploads1.wikiart.org/images/albrecht-durer/male-nude-with-a-glass-and-snake-asclepius.jpg!Large.jpg,8583-male-nude-with-a-glass-and-snake-asclepius.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Leg', 'Humanbody']",https://www.wikiart.org/en/albrecht-durer/reclining-female-nude-1501,https://uploads3.wikiart.org/images/albrecht-durer/reclining-female-nude-1501.jpg!Large.jpg,8590-reclining-female-nude-1501.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Coloringbook', 'Organism']",https://www.wikiart.org/en/albrecht-durer/nude-woman-with-the-zodiac,https://uploads3.wikiart.org/images/albrecht-durer/nude-woman-with-the-zodiac.jpg!Large.jpg,8603-nude-woman-with-the-zodiac.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'designs-and-sketches', 'Figuredrawing', 'Sketch', 'Chest']",https://www.wikiart.org/en/albrecht-durer/female-nude-1506,https://uploads2.wikiart.org/images/albrecht-durer/female-nude-1506.jpg!Large.jpg,8686-female-nude-1506.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,['childrenportraits'],https://www.wikiart.org/en/albrecht-durer/seated-nude-child-1506,https://uploads8.wikiart.org/images/albrecht-durer/seated-nude-child-1506.jpg!Large.jpg,8694-seated-nude-child-1506.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Standing', 'Figuredrawing', 'Sketch', 'Humanbody']",https://www.wikiart.org/en/albrecht-durer/lucrece-1508,https://uploads7.wikiart.org/images/albrecht-durer/lucrece-1508.jpg!Large.jpg,8737-lucrece-1508.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Standing', 'Male', 'Chest']",https://www.wikiart.org/en/albrecht-durer/standing-female-nude-with-baton-in-the-right,https://uploads3.wikiart.org/images/albrecht-durer/standing-female-nude-with-baton-in-the-right.jpg!Large.jpg,8751-standing-female-nude-with-baton-in-the-right.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'male-nude', 'Human', 'Figuredrawing', 'Sketch', 'Organism']",https://www.wikiart.org/en/albrecht-durer/male-and-female-nudes-1515,https://uploads3.wikiart.org/images/albrecht-durer/male-and-female-nudes-1515.jpg!Large.jpg,8903-male-and-female-nudes-1515.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'male-nude', 'Sketch', 'Figuredrawing']",https://www.wikiart.org/en/albrecht-durer/male-and-female-nudes-1516,https://uploads3.wikiart.org/images/albrecht-durer/male-and-female-nudes-1516.jpg!Large.jpg,8925-male-and-female-nudes-1516.jpg
Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['male-nude', 'Figuredrawing', 'Sketch']",https://www.wikiart.org/en/albrecht-durer/five-male-nudes-1526,https://uploads6.wikiart.org/images/albrecht-durer/five-male-nudes-1526.jpg!Large.jpg,9078-five-male-nudes-1526.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/achille-and-briseis,https://uploads8.wikiart.org/images/agostino-carracci/achille-and-briseis.jpg!Large.jpg,10564-achille-and-briseis.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Aeneas', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/aeneas-and-dido,https://uploads4.wikiart.org/images/agostino-carracci/aeneas-and-dido.jpg!Large.jpg,10565-aeneas-and-dido.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Figuredrawing']",https://www.wikiart.org/en/agostino-carracci/alcibiade-and-glycere,https://uploads1.wikiart.org/images/agostino-carracci/alcibiade-and-glycere.jpg!Large.jpg,10566-alcibiade-and-glycere.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Ariadne', 'Bacchus/Dionysus', 'Stockphotography', 'Mythology']",https://www.wikiart.org/en/agostino-carracci/bachus-and-ariane,https://uploads6.wikiart.org/images/agostino-carracci/bachus-and-ariane.jpg!Large.jpg,10567-bachus-and-ariane.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/antony-and-cleopatra,https://uploads0.wikiart.org/images/agostino-carracci/antony-and-cleopatra.jpg!Large.jpg,10568-antony-and-cleopatra.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/angelica-and-medor,https://uploads7.wikiart.org/images/agostino-carracci/angelica-and-medor.jpg!Large.jpg,10569-angelica-and-medor.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/hercules-and-deianira,https://uploads1.wikiart.org/images/agostino-carracci/hercules-and-deianira.jpg!Large.jpg,10571-hercules-and-deianira.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Jupiter/Zeus', 'Juno', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/jupiter-and-juno,https://uploads5.wikiart.org/images/agostino-carracci/jupiter-and-juno.jpg!Large.jpg,10572-jupiter-and-juno.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/julie-with-an-athlete,https://uploads1.wikiart.org/images/agostino-carracci/julie-with-an-athlete.jpg!Large.jpg,10573-julie-with-an-athlete.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Mars', 'Aphrodite/Venus', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/mars-and-venus,https://uploads3.wikiart.org/images/agostino-carracci/mars-and-venus.jpg!Large.jpg,10574-mars-and-venus.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude']",https://www.wikiart.org/en/agostino-carracci/messalina-in-lisisica-s-booth,https://uploads0.wikiart.org/images/agostino-carracci/messalina-in-lisisica-s-booth.jpg!Large.jpg,10575-messalina-in-lisisica-s-booth.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude']",https://www.wikiart.org/en/agostino-carracci/ovid-and-corine,https://uploads4.wikiart.org/images/agostino-carracci/ovid-and-corine.jpg!Large.jpg,10576-ovid-and-corine.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'nymphs-and-satyrs', 'couples', 'male-nude', 'Pandora', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/pandora,https://uploads5.wikiart.org/images/agostino-carracci/pandora.jpg!Large.jpg,10577-pandora.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Paris', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/paris-and-oenone,https://uploads5.wikiart.org/images/agostino-carracci/paris-and-oenone.jpg!Large.jpg,10579-paris-and-oenone.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude']",https://www.wikiart.org/en/agostino-carracci/polyenos-and-chrisis,https://uploads0.wikiart.org/images/agostino-carracci/polyenos-and-chrisis.jpg!Large.jpg,10580-polyenos-and-chrisis.jpg
Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'nymphs-and-satyrs', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/the-satyr-and-nymph,https://uploads8.wikiart.org/images/agostino-carracci/the-satyr-and-nymph.jpg!Large.jpg,10587-the-satyr-and-nymph.jpg
Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/hendrick-goltzius/icarus-1588,https://uploads1.wikiart.org/00248/images/hendrick-goltzius/main-image-1.jpg!Large.jpg,10597-main-image-1.jpg
Hendrick Goltzius,Mannerism (Late Renaissance),"nude painting (nu),mythological painting",Baroque,['Jumping'],https://www.wikiart.org/en/hendrick-goltzius/phaeton-1588,https://uploads8.wikiart.org/00248/images/hendrick-goltzius/main-image.jpg!Large.jpg,10598-main-image.jpg
Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,"['Organism', 'Circle']",https://www.wikiart.org/en/hendrick-goltzius/ixion-1588,https://uploads3.wikiart.org/00248/images/hendrick-goltzius/hendrick-goltzius-ixion.jpg!Large.jpg,10599-hendrick-goltzius-ixion.jpg
Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/hendrick-goltzius/tantalus-1588,https://uploads4.wikiart.org/00248/images/hendrick-goltzius/hb-53-601-338-3.jpg!Large.jpg,10600-hb-53-601-338-3.jpg
Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,"['Standing', 'Sketch', 'Human', 'Figuredrawing']",https://www.wikiart.org/en/hendrick-goltzius/farnese-hercules-1592,https://uploads6.wikiart.org/00248/images/hendrick-goltzius/hendrick-goltzius-farnese-hercules-google-art-project.jpg!Large.jpg,10612-hendrick-goltzius-farnese-hercules-google-art-project.jpg
Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/hendrick-goltzius/pygmalion-and-galatea-1593,https://uploads8.wikiart.org/00265/images/hendrick-goltzius/pygmalion-and-galatea-lacma-60-67-6.jpg!Large.jpg,10613-pygmalion-and-galatea-lacma-60-67-6.jpg
Giulio Cesare Procaccini,Baroque,"religious painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/giulio-cesare-procaccini/mary-magdalen-with-saint-john-the-baptist-and-an-angel-1600,https://uploads0.wikiart.org/00316/images/giulio-cesare-procaccini/giulio-cesare-procaccini-1574-1625-saint-mary-magdalen-with-saint-john-the-baptist-and-an-angel-1.jpg!Large.jpg,11054-giulio-cesare-procaccini-1574-1625-saint-mary-magdalen-with-saint-john-the-baptist-and-an-angel-1.jpg
Giulio Cesare Procaccini,Baroque,"religious painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/giulio-cesare-procaccini/susanna-and-the-elders,https://uploads7.wikiart.org/00316/images/giulio-cesare-procaccini/susanna-and-the-elders-by-giulio-cesare-procaccini.JPG!Large.JPG,11112-susanna-and-the-elders-by-giulio-cesare-procaccini.JPG!Large.JPG
Peter Paul Rubens,Baroque,nude painting (nu),Baroque,"['Figuredrawing', 'Sketch', 'Male', 'Leg', 'Arm', 'Human', 'Sitting']",https://www.wikiart.org/en/peter-paul-rubens/naked-young-man-1608,https://uploads4.wikiart.org/images/peter-paul-rubens/naked-young-man.jpg!Large.jpg,11340-naked-young-man.jpg
Peter Paul Rubens,Baroque,nude painting (nu),Baroque,,https://www.wikiart.org/en/peter-paul-rubens/the-fur-het-pelsken,https://uploads3.wikiart.org/00381/images/peter-paul-rubens/the-fur-het-pelsken-peter-paul-rubens.jpg!Large.jpg,11731-the-fur-het-pelsken-peter-paul-rubens.jpg
Peter Paul Rubens,Baroque,"nude painting (nu),religious painting",Baroque,,https://www.wikiart.org/en/peter-paul-rubens/the-hermit-and-the-sleeping-angelica,https://uploads2.wikiart.org/00381/images/peter-paul-rubens/the-hermit-and-the-sleeping-angelica-peter-paul-rubens.jpg!Large.jpg,11775-the-hermit-and-the-sleeping-angelica-peter-paul-rubens.jpg
Peter Paul Rubens,Baroque,"sketch and study,nude painting (nu)",Baroque,,https://www.wikiart.org/en/peter-paul-rubens/psyche,https://uploads8.wikiart.org/00381/images/peter-paul-rubens/psyche-peter-paul-rubens.jpg!Large.jpg,11787-psyche-peter-paul-rubens.jpg
Peter Paul Rubens,Baroque,"nude painting (nu),allegorical painting",Baroque,,https://www.wikiart.org/en/peter-paul-rubens/fortuna,https://uploads0.wikiart.org/00381/images/peter-paul-rubens/fortuna-peter-paul-rubens.jpg!Large.jpg,11858-fortuna-peter-paul-rubens.jpg
Juan Bautista Maíno,Baroque,"religious painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/juan-bautista-maino/magdalena-penitente-1615,https://uploads8.wikiart.org/00320/images/juan-bautista-maino/maino-magdalena-penitente-1615-col-par-ginebra.jpg!Large.jpg,12386-maino-magdalena-penitente-1615-col-par-ginebra.jpg
Simon Vouet,Classicism,"mythological painting,nude painting (nu)",Baroque,['Mythology'],https://www.wikiart.org/en/simon-vouet/sleeping-venus-on-clouds-1640,https://uploads4.wikiart.org/00298/images/simon-vouet/simon-werkstatt-vouet-001.jpg!Large.jpg,12798-simon-werkstatt-vouet-001.jpg
Gerard van Honthorst,Baroque,"genre painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/gerard-van-honthorst/the-soldier-and-the-girl-1621,https://uploads1.wikiart.org/00311/images/gerard-van-honthorst/the-soldier-and-the-girl-by-gerard-van-honthorst.jpg!Large.jpg,13012-the-soldier-and-the-girl-by-gerard-van-honthorst.jpg
Gerard van Honthorst,Tenebrism,"genre painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/gerard-van-honthorst/the-flea-hunt-1621,https://uploads2.wikiart.org/00311/images/gerard-van-honthorst/the-flea-hunt-by-gerrit-van-honthorst-dayton-art-institute.JPG!Large.JPG,13013-the-flea-hunt-by-gerrit-van-honthorst-dayton-art-institute.JPG!Large.JPG
Gerard van Honthorst,Baroque,"allegorical painting,nude painting (nu)",Baroque,['Mythology'],https://www.wikiart.org/en/gerard-van-honthorst/the-steadfast-philosopher-1623,https://uploads2.wikiart.org/00311/images/gerard-van-honthorst/the-steadfast-philosopher-by-gerard-van-hondhorst.jpg!Large.jpg,13021-the-steadfast-philosopher-by-gerard-van-hondhorst.jpg
Gerard van Honthorst,Tenebrism,"genre painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/gerard-van-honthorst/the-duet-1624,https://uploads5.wikiart.org/00311/images/gerard-van-honthorst/gerrit-van-honthorst-the-duet-1624.jpg!Large.jpg,13036-gerrit-van-honthorst-the-duet-1624.jpg
Gerard van Honthorst,Baroque,"genre painting,nude painting (nu)",Baroque,['Hand'],https://www.wikiart.org/en/gerard-van-honthorst/smiling-girl-a-courtesan-holding-an-obscene-image-detail-1625,https://uploads5.wikiart.org/00311/images/gerard-van-honthorst/honthorst-detail-20171205.jpg!Large.jpg,13042-honthorst-detail-20171205.jpg
Gerard van Honthorst,Baroque,"genre painting,nude painting (nu)",Baroque,['Mythology'],https://www.wikiart.org/en/gerard-van-honthorst/fluitspelende-herder-en-vier-nimfen-1632,https://uploads3.wikiart.org/00311/images/gerard-van-honthorst/fluitspelende-herder-en-vier-nimfen-rijksmuseum-sk-a-3270.jpeg!Large.jpeg,13064-fluitspelende-herder-en-vier-nimfen-rijksmuseum-sk-a-3270.jpeg!Large.jpeg
Artemisia Gentileschi,Tenebrism,nude painting (nu),Baroque,['Humanbody'],https://www.wikiart.org/en/artemisia-gentileschi/cleopatra,https://uploads1.wikiart.org/images/artemisia-gentileschi/cleopatra.jpg,13465-cleopatra.jpg
Rembrandt,Baroque,nude painting (nu),Baroque,"['Figuredrawing', 'Sketch', 'Sitting', 'Leg', 'Kneeling']",https://www.wikiart.org/en/rembrandt/seated-female-nude,https://uploads8.wikiart.org/images/rembrandt/seated-female-nude.jpg!Large.jpg,15262-seated-female-nude.jpg
Rembrandt,Baroque,nude painting (nu),Baroque,"['Sitting', 'Figuredrawing', 'Sketch']",https://www.wikiart.org/en/rembrandt/nude-man-seated-before-a-curtain-1646,https://uploads0.wikiart.org/images/rembrandt/nude-man-seated-before-a-curtain-1646.jpg!Large.jpg,15620-nude-man-seated-before-a-curtain-1646.jpg
Rembrandt,Baroque,nude painting (nu),Baroque,"['Figuredrawing', 'Sketch']",https://www.wikiart.org/en/rembrandt/nude-man-seated-on-the-ground-with-one-leg-extended-1646,https://uploads1.wikiart.org/images/rembrandt/nude-man-seated-on-the-ground-with-one-leg-extended-1646.jpg!Large.jpg,15621-nude-man-seated-on-the-ground-with-one-leg-extended-1646.jpg
Rembrandt,Baroque,nude painting (nu),Baroque,"['female-nude', 'Photograph', 'Stockphotography']",https://www.wikiart.org/en/rembrandt/a-woman-at-the-bath-with-a-hat-beside-her-1658,https://uploads0.wikiart.org/images/rembrandt/a-woman-at-the-bath-with-a-hat-beside-her-1658.jpg!Large.jpg,15787-a-woman-at-the-bath-with-a-hat-beside-her-1658.jpg
