,artist,style,genre,movement,tags,url,img,file_name,detections,nude,gender
3258,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,"['Landvehicle', 'Vehicle', 'Carriage', 'Wagon', 'Chariot', 'Classiccar', 'Vintagecar', 'Coachman', 'Classic']",https://www.wikiart.org/en/raphael-delorme/untitled-1930,https://uploads8.wikiart.org/images/raphael-delorme/untitled-1930.jpg,177891-untitled-1930.jpg,,False,unknown
3259,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,['Leg'],https://www.wikiart.org/en/raphael-delorme/composition-with-nudes,https://uploads8.wikiart.org/images/raphael-delorme/composition-with-nudes.jpg,177898-composition-with-nudes.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7936215400695801, 'box': [148, 485, 40, 57]}, {'class': 'FEET_EXPOSED', 'score': 0.7357226610183716, 'box': [95, 488, 42, 57]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.6746689081192017, 'box': [303, 288, 67, 57]}, {'class': 'FACE_FEMALE', 'score': 0.4977000057697296, 'box': [306, 142, 35, 34]}]",True,female
3260,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,['Fictionalcharacter'],https://www.wikiart.org/en/raphael-delorme/deux-filles-avec-des-colombes,https://uploads7.wikiart.org/images/raphael-delorme/deux-filles-avec-des-colombes.jpg!Large.jpg,177899-deux-filles-avec-des-colombes.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7512456178665161, 'box': [198, 162, 44, 42]}, {'class': 'FEET_EXPOSED', 'score': 0.7364255785942078, 'box': [140, 517, 49, 46]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6937662363052368, 'box': [191, 235, 35, 39]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5836601853370667, 'box': [120, 401, 33, 34]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5595666766166687, 'box': [227, 229, 44, 41]}, {'class': 'BELLY_EXPOSED', 'score': 0.5102190971374512, 'box': [203, 276, 53, 42]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4154358506202698, 'box': [190, 226, 18, 20]}, {'class': 'FACE_FEMALE', 'score': 0.4035918712615967, 'box': [114, 352, 30, 34]}]",True,female
3261,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,"['Mythology', 'Fictionalcharacter', 'Plant']",https://www.wikiart.org/en/raphael-delorme/femme-nue,https://uploads5.wikiart.org/images/raphael-delorme/femme-nue.jpg!Large.jpg,177900-femme-nue.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7664891481399536, 'box': [138, 203, 44, 43]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.7165214419364929, 'box': [149, 320, 25, 28]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6651471853256226, 'box': [180, 213, 37, 39]}, {'class': 'BELLY_EXPOSED', 'score': 0.6314970850944519, 'box': [141, 254, 46, 62]}, {'class': 'FACE_FEMALE', 'score': 0.5787153244018555, 'box': [182, 138, 47, 45]}, {'class': 'FEET_EXPOSED', 'score': 0.519910991191864, 'box': [124, 530, 65, 68]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4818117022514343, 'box': [203, 203, 34, 29]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4420973062515259, 'box': [122, 165, 37, 40]}]",True,female
3262,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/raphael-delorme/la-jument-verte,https://uploads1.wikiart.org/images/raphael-delorme/la-jument-verte.jpg,177902-la-jument-verte.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7508435249328613, 'box': [143, 159, 37, 38]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7439661026000977, 'box': [180, 158, 35, 36]}, {'class': 'BELLY_EXPOSED', 'score': 0.7106963396072388, 'box': [154, 203, 59, 56]}, {'class': 'FACE_FEMALE', 'score': 0.5759341716766357, 'box': [159, 107, 41, 38]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.5400688052177429, 'box': [175, 267, 25, 26]}]",True,female
3263,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,"['Leg', 'Footwear', 'Shoe', 'Room']",https://www.wikiart.org/en/raphael-delorme/le-temple-d-or,https://uploads0.wikiart.org/images/raphael-delorme/le-temple-d-or.jpg,177904-le-temple-d-or.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5183961987495422, 'box': [136, 440, 35, 29]}, {'class': 'FEET_EXPOSED', 'score': 0.4518144726753235, 'box': [336, 450, 59, 38]}, {'class': 'FACE_FEMALE', 'score': 0.26637163758277893, 'box': [89, 432, 41, 28]}]",True,female
3264,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/raphael-delorme/les-mouettes,https://uploads7.wikiart.org/images/raphael-delorme/les-mouettes.jpg,177905-les-mouettes.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6513569951057434, 'box': [0, 381, 56, 50]}]",False,unknown
3265,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/raphael-delorme/les-paons,https://uploads5.wikiart.org/images/raphael-delorme/les-paons.jpg!Large.jpg,177907-les-paons.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.6677733659744263, 'box': [118, 289, 42, 38]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.5895991325378418, 'box': [124, 333, 21, 22]}, {'class': 'FACE_FEMALE', 'score': 0.5754230618476868, 'box': [124, 207, 28, 31]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5744413733482361, 'box': [136, 253, 33, 28]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.3403605818748474, 'box': [160, 253, 15, 22]}, {'class': 'FEET_EXPOSED', 'score': 0.31425192952156067, 'box': [135, 479, 30, 35]}]",True,female
3266,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,['Mythology'],https://www.wikiart.org/en/raphael-delorme/nu-assis-au-drap-et-au-moulin-vent,https://uploads3.wikiart.org/images/raphael-delorme/nu-assis-au-drap-et-au-moulin-vent.jpg!Large.jpg,177908-nu-assis-au-drap-et-au-moulin-vent.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.755097508430481, 'box': [192, 221, 49, 47]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5762825608253479, 'box': [230, 181, 50, 45]}, {'class': 'FEET_EXPOSED', 'score': 0.5504263639450073, 'box': [333, 474, 52, 105]}, {'class': 'BELLY_EXPOSED', 'score': 0.43423378467559814, 'box': [255, 235, 70, 50]}, {'class': 'FACE_FEMALE', 'score': 0.34536805748939514, 'box': [137, 154, 60, 55]}]",True,female
3267,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/raphael-delorme/nu-aux-armures,https://uploads1.wikiart.org/images/raphael-delorme/nu-aux-armures.jpg!Large.jpg,177909-nu-aux-armures.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.5592472553253174, 'box': [97, 487, 40, 46]}, {'class': 'FEET_EXPOSED', 'score': 0.4629330039024353, 'box': [131, 490, 43, 44]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.4563103914260864, 'box': [115, 312, 27, 26]}, {'class': 'BELLY_EXPOSED', 'score': 0.3598639965057373, 'box': [105, 263, 48, 47]}, {'class': 'FEET_EXPOSED', 'score': 0.3014821410179138, 'box': [186, 421, 40, 58]}]",True,female
3268,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,"['Blossom', 'spring', 'Flower', 'Cherryblossom', 'Plant']",https://www.wikiart.org/en/raphael-delorme/nude,https://uploads0.wikiart.org/images/raphael-delorme/nude.jpg!Large.jpg,177910-nude.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.7884825468063354, 'box': [204, 200, 71, 72]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7580779790878296, 'box': [247, 143, 43, 42]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7526708841323853, 'box': [199, 147, 50, 44]}, {'class': 'FACE_FEMALE', 'score': 0.6881471872329712, 'box': [201, 74, 48, 42]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.3686789274215698, 'box': [215, 282, 36, 31]}]",True,female
3269,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,"['Statue', 'Classicalsculpture']",https://www.wikiart.org/en/raphael-delorme/the-dancer,https://uploads5.wikiart.org/images/raphael-delorme/the-dancer.jpg,177912-the-dancer.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6241453886032104, 'box': [248, 199, 39, 35]}, {'class': 'FEET_EXPOSED', 'score': 0.6045742630958557, 'box': [254, 455, 60, 31]}, {'class': 'FACE_FEMALE', 'score': 0.4965870976448059, 'box': [253, 149, 31, 37]}, {'class': 'BELLY_EXPOSED', 'score': 0.48157191276550293, 'box': [250, 241, 43, 38]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.43541219830513, 'box': [288, 201, 19, 23]}, {'class': 'FACE_FEMALE', 'score': 0.38906770944595337, 'box': [389, 141, 30, 30]}, {'class': 'FACE_MALE', 'score': 0.36841726303100586, 'box': [356, 156, 26, 24]}]",True,unknown
3270,Raphael Delorme,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/raphael-delorme/unknown-title-1,https://uploads1.wikiart.org/images/raphael-delorme/unknown-title-1.jpg,177914-unknown-title-1.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.7777894735336304, 'box': [338, 231, 30, 32]}, {'class': 'FACE_FEMALE', 'score': 0.7024656534194946, 'box': [338, 170, 25, 24]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5542685389518738, 'box': [330, 207, 23, 23]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.5370548963546753, 'box': [348, 268, 14, 14]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5257650017738342, 'box': [354, 205, 20, 23]}]",True,female
3271,Archibald Motley,Art Deco,"portrait,nude painting (nu)",Art Deco,['Lady'],https://www.wikiart.org/en/archibald-motley/brown-girl-after-bath-1931,https://uploads8.wikiart.org/00230/images/archibald-motley/brown-girl-after-bath.jpg!Large.jpg,178116-brown-girl-after-bath.jpg,"[{'class': 'FACE_MALE', 'score': 0.6150693297386169, 'box': [211, 115, 48, 44]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6117439866065979, 'box': [221, 199, 54, 48]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.489156037569046, 'box': [283, 261, 40, 45]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.45742806792259216, 'box': [186, 198, 36, 42]}, {'class': 'FEET_EXPOSED', 'score': 0.40725213289260864, 'box': [161, 472, 69, 61]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.28943055868148804, 'box': [345, 264, 27, 42]}, {'class': 'FEET_EXPOSED', 'score': 0.2758183777332306, 'box': [239, 512, 62, 75]}]",True,unknown
3272,Archibald Motley,Art Deco,"genre painting,nude painting (nu)",Art Deco,,https://www.wikiart.org/en/archibald-motley/between-acts-1935,https://uploads1.wikiart.org/00230/images/archibald-motley/between-acts.jpeg!Large.jpeg,178123-between-acts.jpeg!Large.jpeg,"[{'class': 'BUTTOCKS_EXPOSED', 'score': 0.620611310005188, 'box': [92, 307, 106, 70]}]",True,unknown
3273,Archibald Motley,Art Deco,"genre painting,nude painting (nu)",Art Deco,['Leg'],https://www.wikiart.org/en/archibald-motley/backstage-1959,https://uploads5.wikiart.org/00230/images/archibald-motley/backstage.jpg!Large.jpg,178139-backstage.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5139591097831726, 'box': [374, 272, 46, 34]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.45732131600379944, 'box': [167, 192, 58, 44]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.35739514231681824, 'box': [266, 221, 75, 73]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.31710731983184814, 'box': [141, 176, 42, 42]}, {'class': 'FEET_EXPOSED', 'score': 0.30895084142684937, 'box': [352, 424, 87, 64]}]",True,female
3274,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,"['female-nude', '3dmodeling']",https://www.wikiart.org/en/tamara-de-lempicka/perspective-1923,https://uploads5.wikiart.org/images/tamara-de-lempicka/perspective-1923.jpg,178737-perspective-1923.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7556242942810059, 'box': [212, 148, 77, 82]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7059075832366943, 'box': [286, 171, 65, 71]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6849194765090942, 'box': [387, 298, 88, 68]}, {'class': 'FACE_FEMALE', 'score': 0.6153052449226379, 'box': [278, 29, 71, 76]}, {'class': 'FEET_EXPOSED', 'score': 0.40552276372909546, 'box': [635, 401, 65, 76]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.2516757547855377, 'box': [467, 312, 48, 52]}]",True,female
3275,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/group-of-four-nudes-1925,https://uploads5.wikiart.org/images/tamara-de-lempicka/group-of-four-nudes-1925.jpg!Large.jpg,178742-group-of-four-nudes-1925.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7990807294845581, 'box': [219, 59, 74, 76]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5698227286338806, 'box': [181, 178, 76, 70]}, {'class': 'FACE_FEMALE', 'score': 0.4401456415653229, 'box': [69, 84, 73, 61]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3887895941734314, 'box': [135, 128, 70, 80]}]",True,female
3276,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/nude-on-a-terrace-1925,https://uploads2.wikiart.org/images/tamara-de-lempicka/nude-on-a-terrace-1925.jpg,178744-nude-on-a-terrace-1925.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.5969125628471375, 'box': [304, 30, 55, 60]}]",False,female
3277,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,"['Leg', 'Flesh', 'Thigh', 'Humanbody']",https://www.wikiart.org/en/tamara-de-lempicka/the-model-1925,https://uploads4.wikiart.org/images/tamara-de-lempicka/the-model-1925.jpg!Large.jpg,178749-the-model-1925.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7711697220802307, 'box': [165, 159, 76, 70]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.6508845090866089, 'box': [230, 158, 29, 43]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.4692741930484772, 'box': [70, 154, 82, 73]}, {'class': 'BELLY_EXPOSED', 'score': 0.4660882353782654, 'box': [70, 243, 128, 132]}]",True,female
3278,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,['Lip'],https://www.wikiart.org/en/tamara-de-lempicka/reclining-nude-i-1925,https://uploads5.wikiart.org/images/tamara-de-lempicka/reclining-nude-i-1925(1).jpg!Large.jpg,178750-reclining-nude-i-1925(1).jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8318750858306885, 'box': [206, 67, 132, 123]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.2839964032173157, 'box': [251, 217, 44, 64]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.2561647295951843, 'box': [52, 281, 47, 55]}]",False,female
3279,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/la-belle-rafaela-1927,https://uploads2.wikiart.org/images/tamara-de-lempicka/la-belle-rafaela-1927.jpg!Large.jpg,178754-la-belle-rafaela-1927.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3208138346672058, 'box': [136, 185, 175, 134]}]",True,female
3280,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,"['Lip', 'Hand', 'Arm', 'Joint', 'Leg', 'Humanbody']",https://www.wikiart.org/en/tamara-de-lempicka/nude-with-dove-1928,https://uploads0.wikiart.org/images/tamara-de-lempicka/nude-with-dove-1928.jpg!Large.jpg,178761-nude-with-dove-1928.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8177334070205688, 'box': [138, 2, 83, 85]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.8035129308700562, 'box': [94, 148, 79, 80]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7870094776153564, 'box': [166, 176, 75, 77]}, {'class': 'BELLY_EXPOSED', 'score': 0.7444143295288086, 'box': [65, 245, 130, 110]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.48917415738105774, 'box': [138, 368, 54, 46]}, {'class': 'MALE_GENITALIA_EXPOSED', 'score': 0.3137505054473877, 'box': [44, 37, 111, 70]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.25290584564208984, 'box': [228, 160, 33, 45]}]",True,unknown
3281,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/andromeda-1929,https://uploads4.wikiart.org/images/tamara-de-lempicka/andromeda-1929.jpg!Large.jpg,178770-andromeda-1929.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7993859052658081, 'box': [36, 179, 76, 83]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7548621892929077, 'box': [113, 181, 83, 98]}, {'class': 'FACE_FEMALE', 'score': 0.5591473579406738, 'box': [149, 13, 101, 97]}, {'class': 'BELLY_EXPOSED', 'score': 0.3178653120994568, 'box': [83, 302, 81, 148]}]",True,female
3282,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,['Mythology'],https://www.wikiart.org/en/tamara-de-lempicka/women-bathing-1929,https://uploads7.wikiart.org/images/tamara-de-lempicka/women-bathing-1929.jpg,178777-women-bathing-1929.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6072700023651123, 'box': [420, 312, 49, 56]}, {'class': 'FEET_EXPOSED', 'score': 0.5902603268623352, 'box': [90, 416, 55, 67]}, {'class': 'FACE_FEMALE', 'score': 0.541812539100647, 'box': [359, 219, 55, 55]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.43505048751831055, 'box': [337, 305, 30, 34]}, {'class': 'FACE_MALE', 'score': 0.41958850622177124, 'box': [213, 38, 41, 37]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.3860134482383728, 'box': [265, 174, 73, 68]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.36573559045791626, 'box': [350, 314, 76, 77]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3536524772644043, 'box': [46, 116, 45, 49]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.3361923098564148, 'box': [178, 92, 45, 34]}]",True,unknown
3283,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/women-bathing-detail-1929,https://uploads5.wikiart.org/images/tamara-de-lempicka/women-bathing-detail-1929.jpg,178778-women-bathing-detail-1929.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.8062859773635864, 'box': [37, 312, 45, 54]}, {'class': 'FACE_FEMALE', 'score': 0.7477642297744751, 'box': [220, 190, 39, 36]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4889580011367798, 'box': [198, 246, 24, 24]}, {'class': 'FACE_MALE', 'score': 0.4399024248123169, 'box': [115, 35, 39, 34]}, {'class': 'FACE_FEMALE', 'score': 0.3943278193473816, 'box': [70, 17, 41, 38]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3411399722099304, 'box': [211, 252, 56, 68]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.32630980014801025, 'box': [80, 68, 23, 17]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.3005608916282654, 'box': [86, 75, 31, 23]}]",True,unknown
3284,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/sleeping-girl,https://uploads3.wikiart.org/images/tamara-de-lempicka/sleeping-girl.jpg!Large.jpg,178781-sleeping-girl.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7668973207473755, 'box': [254, 342, 165, 180]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7631433010101318, 'box': [142, 448, 138, 146]}, {'class': 'FACE_FEMALE', 'score': 0.6186614036560059, 'box': [98, 117, 159, 149]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5770555138587952, 'box': [93, 324, 137, 145]}]",True,female
3285,Tamara de Lempicka,Art Deco,nude painting (nu),Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/portrait-of-suzy-solidor-1933,https://uploads1.wikiart.org/images/tamara-de-lempicka/portrait-of-suzy-solidor-1933.jpg!Large.jpg,178794-portrait-of-suzy-solidor-1933.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7957695722579956, 'box': [140, 122, 136, 162]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7096023559570312, 'box': [187, 402, 123, 146]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.2697332501411438, 'box': [75, 288, 91, 97]}]",True,female
3286,Tamara de Lempicka,Art Deco,"nude painting (nu),religious painting",Art Deco,['Beauty'],https://www.wikiart.org/en/tamara-de-lempicka/suzanne-bathing-1938,https://uploads1.wikiart.org/00295/images/tamara-de-lempicka/20190304-144249.jpg!Large.jpg,178801-20190304-144249.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8034093379974365, 'box': [94, 60, 88, 82]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7831753492355347, 'box': [109, 230, 67, 67]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.7711060643196106, 'box': [85, 218, 34, 38]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7702115178108215, 'box': [173, 211, 83, 69]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.6710309386253357, 'box': [222, 166, 35, 42]}, {'class': 'BELLY_EXPOSED', 'score': 0.5877397656440735, 'box': [155, 292, 102, 74]}]",True,female
3287,Thomas Hart Benton,Synchromism,nude painting (nu),Synchromism,['male-nude'],https://www.wikiart.org/en/thomas-hart-benton/three-figures,https://uploads3.wikiart.org/images/thomas-hart-benton/three-figures.jpg!Large.jpg,178994-three-figures.jpg,,False,unknown
3288,Thomas Hart Benton,Regionalism,"mythological painting,nude painting (nu)",Synchromism,"['Mythology', 'Fictionalcharacter']",https://www.wikiart.org/en/thomas-hart-benton/persephone-1939,https://uploads5.wikiart.org/00303/images/thomas-hart-benton/persephone.png!Large.png,179037-persephone.png!Large.png,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7513060569763184, 'box': [171, 231, 51, 47]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7362887263298035, 'box': [212, 203, 49, 41]}, {'class': 'BELLY_EXPOSED', 'score': 0.7296836376190186, 'box': [222, 259, 64, 58]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5766283273696899, 'box': [131, 220, 45, 33]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5642724633216858, 'box': [223, 173, 34, 33]}, {'class': 'FACE_FEMALE', 'score': 0.5503399968147278, 'box': [134, 160, 50, 45]}, {'class': 'FEET_EXPOSED', 'score': 0.5085562467575073, 'box': [305, 488, 51, 77]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.34437304735183716, 'box': [306, 289, 41, 86]}]",True,female
3289,Edward Wadsworth,Impressionism,nude painting (nu),Vorticism,"['Male', 'Human']",https://www.wikiart.org/en/edward-wadsworth/male-figure-standing-1911,https://uploads3.wikiart.org/images/edward-wadsworth/male-figure-standing-1911.jpg,179105-male-figure-standing-1911.jpg,"[{'class': 'BUTTOCKS_EXPOSED', 'score': 0.7789077758789062, 'box': [166, 232, 97, 73]}, {'class': 'FEET_EXPOSED', 'score': 0.5086215734481812, 'box': [290, 471, 80, 48]}, {'class': 'FEET_COVERED', 'score': 0.3605270981788635, 'box': [175, 484, 45, 52]}]",True,unknown
3290,Xul Solar,Surrealism,nude painting (nu),Surrealism,,https://www.wikiart.org/en/xul-solar/dos-parejas-1924,https://uploads5.wikiart.org/images/xul-solar/dos-parejas-1924.jpg,180956-dos-parejas-1924.jpg,,False,unknown
3291,Leon Underwood,Surrealism,nude painting (nu),Surrealism,['Organism'],https://www.wikiart.org/en/leon-underwood/harvest-corn-1940,https://uploads2.wikiart.org/images/leon-underwood/harvest-corn-1940.jpg,181484-harvest-corn-1940.jpg,,False,unknown
3292,Joan Miro,Fauvism,nude painting (nu),Surrealism,['female-nude'],https://www.wikiart.org/en/joan-miro/standing-nude,https://uploads3.wikiart.org/images/joan-miro/standing-nude.jpg!Large.jpg,181947-standing-nude.jpg,,False,unknown
3293,Joan Miro,Cubism,nude painting (nu),Surrealism,['female-nude'],https://www.wikiart.org/en/joan-miro/nude-with-mirror,https://uploads6.wikiart.org/images/joan-miro/nude-with-mirror.jpg!Large.jpg,181954-nude-with-mirror.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.673071026802063, 'box': [-5, 465, 91, 73]}, {'class': 'FEET_EXPOSED', 'score': 0.47839033603668213, 'box': [126, 485, 113, 81]}]",False,unknown
3294,Joan Miro,Cubism,nude painting (nu),Surrealism,['female-nude'],https://www.wikiart.org/en/joan-miro/standing-nude-1,https://uploads5.wikiart.org/images/joan-miro/standing-nude-1.jpg!Large.jpg,181959-standing-nude-1.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6722606420516968, 'box': [186, 508, 65, 74]}, {'class': 'FEET_EXPOSED', 'score': 0.5031854510307312, 'box': [82, 524, 80, 72]}]",False,unknown
3295,Joan Miro,Unknown,nude painting (nu),Surrealism,,https://www.wikiart.org/en/joan-miro/naked-woman-climbing-a-staircase-1937,https://uploads1.wikiart.org/00125/images/joan-miro/naked-woman-climbing-a-staircase.jpg,182024-naked-woman-climbing-a-staircase.jpg,,False,unknown
3296,Andre Masson,Cubism,nude painting (nu),Surrealism,,https://www.wikiart.org/en/andre-masson/two-naked,https://uploads1.wikiart.org/images/andre-masson/two-naked.jpg,182238-two-naked.jpg,,False,unknown
3297,Andre Masson,Cubism,nude painting (nu),Surrealism,,https://www.wikiart.org/en/andre-masson/no-name-4,https://uploads2.wikiart.org/images/andre-masson/no-name-4.jpg!Large.jpg,182240-no-name-4.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.755263090133667, 'box': [230, 125, 102, 95]}, {'class': 'BELLY_EXPOSED', 'score': 0.7479783892631531, 'box': [131, 251, 153, 170]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.3400658071041107, 'box': [175, 449, 61, 53]}]",True,female
3298,Andre Masson,Surrealism,nude painting (nu),Surrealism,"['Sketch', 'Figuredrawing', 'Head', 'Line']",https://www.wikiart.org/en/andre-masson/tribute-to-saint-pol-roux,https://uploads8.wikiart.org/images/andre-masson/tribute-to-saint-pol-roux.jpg,182243-tribute-to-saint-pol-roux.jpg,,False,unknown
3299,Andre Masson,Cubism,nude painting (nu),Surrealism,"['Sketch', 'Nose', 'Ear', 'Figuredrawing']",https://www.wikiart.org/en/andre-masson/reclining-nude-1956,https://uploads2.wikiart.org/images/andre-masson/reclining-nude-1956.jpg,182327-reclining-nude-1956.jpg,"[{'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.6088870763778687, 'box': [43, 61, 288, 259]}]",True,female
