,artist,style,genre,movement,tags,url,img,file_name,detections,nude,gender
0,Lo Scheggia,Early Renaissance,"genre painting,nude painting (nu)",Early Renaissance,"['Human', 'Muscle', 'Humanbody']",https://www.wikiart.org/en/lo-scheggia/desco-da-parto-con-due-fanciulli-che-giocano,https://uploads0.wikiart.org/00218/images/lo-scheggia/lo-scheggia-desco-da-parto-con-due-fanciulli-che-giocano.JPG!Large.JPG,3338-lo-scheggia-desco-da-parto-con-due-fanciulli-che-giocano.JPG!Large.JPG,"[{'class': 'FEET_EXPOSED', 'score': 0.7517522573471069, 'box': [236, 441, 72, 39]}, {'class': 'BELLY_EXPOSED', 'score': 0.6504230499267578, 'box': [206, 244, 56, 58]}, {'class': 'FACE_MALE', 'score': 0.6364116072654724, 'box': [198, 147, 48, 43]}, {'class': 'FEET_EXPOSED', 'score': 0.6316493153572083, 'box': [138, 436, 56, 44]}, {'class': 'FEET_EXPOSED', 'score': 0.6191373467445374, 'box': [304, 424, 62, 38]}, {'class': 'FACE_MALE', 'score': 0.47303861379623413, 'box': [359, 153, 33, 38]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.4729433059692383, 'box': [193, 206, 40, 31]}, {'class': 'FEET_EXPOSED', 'score': 0.3902239203453064, 'box': [411, 434, 50, 31]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.37736475467681885, 'box': [177, 205, 23, 25]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.37672099471092224, 'box': [355, 288, 68, 45]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.3127300441265106, 'box': [419, 216, 27, 29]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.2508052587509155, 'box': [222, 311, 28, 32]}]",True,unknown
1,Lo Scheggia,Early Renaissance,nude painting (nu),Early Renaissance,"['Arm', 'Human']",https://www.wikiart.org/en/lo-scheggia/reclining-youth,https://uploads7.wikiart.org/00218/images/lo-scheggia/lo-scheggia-reclining-youth-wga20987.jpg!Large.jpg,3341-lo-scheggia-reclining-youth-wga20987.jpg,,False,unknown
2,Gentile Bellini,High Renaissance,nude painting (nu),Early Renaissance,"['Mythology', 'Beauty']",https://www.wikiart.org/en/gentile-bellini/junge-frau-bei-der-toilette,https://uploads5.wikiart.org/00290/images/gentile-bellini/giovanni-bellini-giovane-donna-nuda-allo-specchio.jpg!Large.jpg,3689-giovanni-bellini-giovane-donna-nuda-allo-specchio.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8134025931358337, 'box': [328, 73, 103, 100]}]",False,female
3,Antonio del Pollaiolo,Early Renaissance,nude painting (nu),Early Renaissance,"['History', 'Ancienthistory', 'Stonecarving']",https://www.wikiart.org/en/antonio-del-pollaiolo/nude-dancers-1465,https://uploads1.wikiart.org/00247/images/antonio-del-pollaiolo/antonio-del-pollaiolo-nudi-danzanti.jpg!Large.jpg,3699-antonio-del-pollaiolo-nudi-danzanti.jpg,,False,unknown
4,Antonio del Pollaiolo,Early Renaissance,"nude painting (nu),mythological painting",Early Renaissance,"['Human', 'Organism', 'Sketch']",https://www.wikiart.org/en/antonio-del-pollaiolo/battle-of-the-nudes-1475,https://uploads4.wikiart.org/00245/images/antonio-del-pollaiolo/battle-of-the-naked-men-metny.jpg!Large.jpg,3709-battle-of-the-naked-men-metny.jpg,,False,unknown
5,Pietro Perugino,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Human', 'Male', 'Mythology', 'Humanbody', 'Barechested']",https://www.wikiart.org/en/pietro-perugino/four-naked,https://uploads6.wikiart.org/images/pietro-perugino/four-naked.jpg!Large.jpg,5156-four-naked.jpg,"[{'class': 'FACE_MALE', 'score': 0.5253464579582214, 'box': [76, 81, 44, 38]}, {'class': 'FEET_EXPOSED', 'score': 0.3986944854259491, 'box': [4, 479, 49, 50]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.31218570470809937, 'box': [102, 162, 47, 36]}, {'class': 'FEET_EXPOSED', 'score': 0.27405548095703125, 'box': [271, 451, 38, 46]}]",False,male
6,Piero di Cosimo,Unknown,"portrait,nude painting (nu)",High Renaissance,,https://www.wikiart.org/en/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490,https://uploads8.wikiart.org/images/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg!Large.jpg,5580-portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.6916689872741699, 'box': [116, 102, 109, 126]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5655773878097534, 'box': [70, 411, 69, 91]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4893264174461365, 'box': [216, 427, 55, 64]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.45061033964157104, 'box': [123, 416, 109, 107]}]",True,female
7,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Mythology']",https://www.wikiart.org/en/michelangelo/ignudo,https://uploads8.wikiart.org/images/michelangelo/ignudo.jpg!Large.jpg,5750-ignudo.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6677422523498535, 'box': [48, 491, 70, 94]}, {'class': 'FACE_FEMALE', 'score': 0.6525924205780029, 'box': [192, 79, 72, 70]}, {'class': 'FEET_EXPOSED', 'score': 0.4836543798446655, 'box': [306, 548, 54, 52]}, {'class': 'FEET_EXPOSED', 'score': 0.31690889596939087, 'box': [25, 400, 90, 63]}]",False,female
8,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,['male-nude'],https://www.wikiart.org/en/michelangelo/ignudo-1,https://uploads0.wikiart.org/images/michelangelo/ignudo-1.jpg,5751-ignudo-1.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.4489794969558716, 'box': [283, 359, 55, 69]}, {'class': 'FEET_EXPOSED', 'score': 0.3771089017391205, 'box': [235, 365, 65, 44]}]",False,unknown
9,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology', 'Male', 'Statue', 'Chest']",https://www.wikiart.org/en/michelangelo/ignudo-2,https://uploads0.wikiart.org/images/michelangelo/ignudo-2.jpg,5752-ignudo-2.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7611621022224426, 'box': [18, 414, 55, 54]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.5579869151115417, 'box': [139, 160, 53, 35]}, {'class': 'FACE_MALE', 'score': 0.5500938296318054, 'box': [161, 70, 43, 45]}, {'class': 'FEET_EXPOSED', 'score': 0.527930498123169, 'box': [104, 381, 51, 44]}, {'class': 'BELLY_EXPOSED', 'score': 0.49781131744384766, 'box': [130, 202, 69, 58]}]",False,male
10,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Barechested', 'Male', 'Muscle', 'Chest', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-3,https://uploads1.wikiart.org/images/michelangelo/ignudo-3.jpg!Large.jpg,5753-ignudo-3.jpg,"[{'class': 'FACE_MALE', 'score': 0.7271077632904053, 'box': [200, 68, 55, 51]}, {'class': 'FEET_EXPOSED', 'score': 0.6986347436904907, 'box': [207, 455, 76, 61]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.624762237071991, 'box': [262, 163, 71, 45]}, {'class': 'BELLY_EXPOSED', 'score': 0.571679949760437, 'box': [189, 216, 101, 75]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.5035900473594666, 'box': [186, 169, 68, 42]}]",False,male
11,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Mythology', 'Muscle', 'Barechested']",https://www.wikiart.org/en/michelangelo/ignudo-4,https://uploads1.wikiart.org/images/michelangelo/ignudo-4.jpg!Large.jpg,5754-ignudo-4.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7876918911933899, 'box': [46, 451, 76, 75]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.637764573097229, 'box': [176, 173, 73, 44]}, {'class': 'FACE_MALE', 'score': 0.5456467866897583, 'box': [113, 81, 62, 52]}, {'class': 'FEET_EXPOSED', 'score': 0.46075353026390076, 'box': [274, 516, 75, 73]}, {'class': 'BELLY_EXPOSED', 'score': 0.4434705078601837, 'box': [178, 220, 91, 68]}, {'class': 'MALE_GENITALIA_EXPOSED', 'score': 0.27928146719932556, 'box': [147, 323, 103, 63]}]",True,male
12,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Arm', 'Leg', 'Mythology', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-5,https://uploads1.wikiart.org/images/michelangelo/ignudo-5.jpg!Large.jpg,5755-ignudo-5.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.7010331153869629, 'box': [157, 213, 98, 78]}, {'class': 'FEET_EXPOSED', 'score': 0.6777050495147705, 'box': [26, 509, 98, 78]}, {'class': 'FEET_EXPOSED', 'score': 0.611558198928833, 'box': [274, 464, 71, 63]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.44035762548446655, 'box': [175, 306, 37, 46]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.4174695312976837, 'box': [203, 154, 67, 50]}]",True,unknown
13,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Chest', 'Mythology', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-6,https://uploads1.wikiart.org/images/michelangelo/ignudo-6.jpg!Large.jpg,5756-ignudo-6.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6193786263465881, 'box': [185, 452, 112, 81]}, {'class': 'FACE_MALE', 'score': 0.5531529188156128, 'box': [255, 81, 55, 60]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.4897778034210205, 'box': [130, 182, 81, 49]}, {'class': 'BELLY_EXPOSED', 'score': 0.42363405227661133, 'box': [106, 256, 113, 79]}]",False,male
14,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology']",https://www.wikiart.org/en/michelangelo/ignudo-7,https://uploads1.wikiart.org/images/michelangelo/ignudo-7.jpg!Large.jpg,5757-ignudo-7.jpg,"[{'class': 'FACE_MALE', 'score': 0.6769837141036987, 'box': [211, 57, 62, 68]}, {'class': 'FEET_EXPOSED', 'score': 0.6134238243103027, 'box': [47, 461, 73, 64]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.4761064946651459, 'box': [155, 148, 68, 45]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.334320068359375, 'box': [140, 269, 41, 41]}, {'class': 'FEET_EXPOSED', 'score': 0.26870018243789673, 'box': [180, 324, 97, 76]}]",True,unknown
15,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-8,https://uploads1.wikiart.org/images/michelangelo/ignudo-8.jpg!Large.jpg,5758-ignudo-8.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.79326331615448, 'box': [23, 415, 122, 67]}, {'class': 'FEET_EXPOSED', 'score': 0.5351859927177429, 'box': [364, 485, 84, 64]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.40111541748046875, 'box': [377, 208, 55, 124]}]",True,unknown
16,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Leg', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-9,https://uploads1.wikiart.org/images/michelangelo/ignudo-9.jpg!Large.jpg,5759-ignudo-9.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7287172079086304, 'box': [255, 482, 83, 116]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.29021215438842773, 'box': [196, 324, 102, 67]}, {'class': 'BELLY_EXPOSED', 'score': 0.2671676278114319, 'box': [271, 234, 96, 84]}]",True,unknown
17,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-10,https://uploads2.wikiart.org/images/michelangelo/ignudo-10.jpg!Large.jpg,5760-ignudo-10.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6930496692657471, 'box': [16, 522, 104, 78]}, {'class': 'FEET_EXPOSED', 'score': 0.6809859275817871, 'box': [165, 518, 92, 66]}, {'class': 'FACE_MALE', 'score': 0.5252489447593689, 'box': [84, 96, 81, 70]}, {'class': 'FEET_EXPOSED', 'score': 0.2534002959728241, 'box': [84, 528, 97, 57]}]",False,male
18,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Mythology', 'Male', 'Leg', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-11,https://uploads2.wikiart.org/images/michelangelo/ignudo-11.jpg!Large.jpg,5761-ignudo-11.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7405906915664673, 'box': [42, 333, 64, 99]}, {'class': 'FACE_MALE', 'score': 0.5682157874107361, 'box': [243, 73, 66, 66]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.46932122111320496, 'box': [16, 237, 100, 109]}]",True,male
19,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Leg', 'Muscle', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-12,https://uploads2.wikiart.org/images/michelangelo/ignudo-12.jpg!Large.jpg,5762-ignudo-12.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6812620162963867, 'box': [167, 535, 84, 65]}]",False,unknown
20,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,['male-nude'],https://www.wikiart.org/en/michelangelo/ignudo-13,https://uploads2.wikiart.org/images/michelangelo/ignudo-13.jpg!Large.jpg,5763-ignudo-13.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.4906379282474518, 'box': [368, 357, 87, 73]}]",False,unknown
21,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Muscle', 'Barechested', 'Chest', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-14,https://uploads2.wikiart.org/images/michelangelo/ignudo-14.jpg!Large.jpg,5764-ignudo-14.jpg,"[{'class': 'FACE_MALE', 'score': 0.5979694724082947, 'box': [196, 46, 60, 64]}]",False,male
22,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Male', 'Leg', 'Muscle']",https://www.wikiart.org/en/michelangelo/ignudo-15,https://uploads2.wikiart.org/images/michelangelo/ignudo-15.jpg!Large.jpg,5765-ignudo-15.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.8177944421768188, 'box': [18, 471, 92, 72]}, {'class': 'FACE_FEMALE', 'score': 0.480468213558197, 'box': [251, 77, 72, 72]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.324483722448349, 'box': [14, 251, 61, 107]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.2606722116470337, 'box': [192, 156, 54, 41]}]",True,female
23,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['male-nude', 'Muscle', 'Male', 'Leg', 'Humanbody']",https://www.wikiart.org/en/michelangelo/ignudo-16,https://uploads2.wikiart.org/images/michelangelo/ignudo-16.jpg!Large.jpg,5766-ignudo-16.jpg,,False,unknown
24,Michelangelo,High Renaissance,nude painting (nu),High Renaissance,"['female-nude', 'women-and-mirrors', 'Sketch', 'Figuredrawing']",https://www.wikiart.org/en/michelangelo/nude-woman-on-her-knees,https://uploads7.wikiart.org/images/michelangelo/nude-woman-on-her-knees.jpg!Large.jpg,5894-nude-woman-on-her-knees.jpg,,False,unknown
25,Giorgione,High Renaissance,nude painting (nu),High Renaissance,['female-nude'],https://www.wikiart.org/en/giorgione/nude-young-woman-1508,https://uploads4.wikiart.org/nude-young-woman-1508(1).jpg!Large.jpg,5955-nude-young-woman-1508(1).jpg,,False,unknown
26,Palma Vecchio,High Renaissance,"portrait,nude painting (nu)",High Renaissance,"['Flora', 'Lady', 'Beauty', 'Blond', 'Sitting']",https://www.wikiart.org/en/palma-vecchio/a-blonde-woman-1520,https://uploads4.wikiart.org/00218/images/palma-vecchio/palma-il-vecchio-a-blonde-woman.jpg!Large.jpg,6162-palma-il-vecchio-a-blonde-woman.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8603451251983643, 'box': [193, 151, 111, 100]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6801213622093201, 'box': [96, 360, 131, 110]}]",True,female
27,Palma Vecchio,High Renaissance,"portrait,nude painting (nu)",High Renaissance,"['Lady', 'Beauty', 'Sitting']",https://www.wikiart.org/en/palma-vecchio/portrait-of-a-woman-know-as-portrait-of-a-courtsesan,https://uploads0.wikiart.org/00222/images/palma-vecchio/jacopo-negretti-called-palma-the-elder-portrait-of-a-woman-known-as-portrait-of-a-courtesan-google.jpg!Large.jpg,6178-jacopo-negretti-called-palma-the-elder-portrait-of-a-woman-known-as-portrait-of-a-courtesan-google.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8596537709236145, 'box': [186, 138, 103, 93]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.752014696598053, 'box': [264, 308, 96, 96]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6052064895629883, 'box': [169, 313, 97, 87]}]",True,female
28,Giulio Romano,High Renaissance,nude painting (nu),High Renaissance,,https://www.wikiart.org/en/giulio-romano/woman-before-the-mirror,https://uploads6.wikiart.org/00327/images/giulio-romano/woman-before-the-mirror.jpg!Large.jpg,7092-woman-before-the-mirror.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8466171026229858, 'box': [201, 147, 81, 74]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6801479458808899, 'box': [173, 294, 62, 63]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.665902316570282, 'box': [224, 309, 74, 63]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5224612951278687, 'box': [171, 282, 39, 37]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5220955610275269, 'box': [281, 305, 33, 42]}]",True,female
29,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Sketch', 'Figuredrawing', 'Standing', 'Human']",https://www.wikiart.org/en/albrecht-durer/nude-1493,https://uploads4.wikiart.org/images/albrecht-durer/nude-1493.jpg!Large.jpg,8418-nude-1493.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.7100557088851929, 'box': [107, 209, 86, 72]}, {'class': 'FACE_FEMALE', 'score': 0.6270657777786255, 'box': [138, 42, 58, 51]}, {'class': 'FEET_COVERED', 'score': 0.5888346433639526, 'box': [123, 516, 47, 72]}, {'class': 'FEET_COVERED', 'score': 0.5594183802604675, 'box': [165, 512, 54, 77]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.50235915184021, 'box': [152, 147, 54, 51]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.3315161168575287, 'box': [131, 288, 45, 38]}]",True,female
30,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Figuredrawing', 'Human', 'Sketch', 'Standing', 'Arm', 'Joint', 'Muscle', 'Humanbody']",https://www.wikiart.org/en/albrecht-durer/nude-study-nude-female-from-the-back-1495,https://uploads0.wikiart.org/images/albrecht-durer/nude-study-nude-female-from-the-back-1495.jpg!Large.jpg,8451-nude-study-nude-female-from-the-back-1495.jpg,"[{'class': 'BUTTOCKS_EXPOSED', 'score': 0.37153780460357666, 'box': [163, 275, 104, 73]}, {'class': 'FEET_EXPOSED', 'score': 0.31248658895492554, 'box': [181, 536, 49, 47]}]",True,unknown
31,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Sketch', 'Human']",https://www.wikiart.org/en/albrecht-durer/woman-s-bath,https://uploads7.wikiart.org/images/albrecht-durer/woman-s-bath.jpg!Large.jpg,8486-woman-s-bath.jpg,,False,unknown
32,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Sketch', 'Figuredrawing', 'Human']",https://www.wikiart.org/en/albrecht-durer/the-four-witches-1497,https://uploads7.wikiart.org/images/albrecht-durer/the-four-witches-1497.jpg!Large.jpg,8510-the-four-witches-1497.jpg,,False,unknown
33,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['animals', 'male-nude', 'Standing', 'Male', 'Figuredrawing', 'Sketch', 'Human']",https://www.wikiart.org/en/albrecht-durer/male-nude-with-a-glass-and-snake-asclepius,https://uploads1.wikiart.org/images/albrecht-durer/male-nude-with-a-glass-and-snake-asclepius.jpg!Large.jpg,8583-male-nude-with-a-glass-and-snake-asclepius.jpg,"[{'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.5407334566116333, 'box': [148, 266, 36, 33]}, {'class': 'FEET_EXPOSED', 'score': 0.4642629623413086, 'box': [212, 510, 59, 55]}, {'class': 'FEET_COVERED', 'score': 0.32436203956604004, 'box': [113, 521, 57, 56]}, {'class': 'FACE_FEMALE', 'score': 0.277247816324234, 'box': [128, 33, 53, 46]}, {'class': 'BELLY_EXPOSED', 'score': 0.25502878427505493, 'box': [127, 185, 81, 68]}]",True,female
34,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Leg', 'Humanbody']",https://www.wikiart.org/en/albrecht-durer/reclining-female-nude-1501,https://uploads3.wikiart.org/images/albrecht-durer/reclining-female-nude-1501.jpg!Large.jpg,8590-reclining-female-nude-1501.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.343256413936615, 'box': [605, 358, 65, 61]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.29222986102104187, 'box': [550, 362, 55, 53]}]",True,female
35,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Coloringbook', 'Organism']",https://www.wikiart.org/en/albrecht-durer/nude-woman-with-the-zodiac,https://uploads3.wikiart.org/images/albrecht-durer/nude-woman-with-the-zodiac.jpg!Large.jpg,8603-nude-woman-with-the-zodiac.jpg,,False,unknown
36,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'designs-and-sketches', 'Figuredrawing', 'Sketch', 'Chest']",https://www.wikiart.org/en/albrecht-durer/female-nude-1506,https://uploads2.wikiart.org/images/albrecht-durer/female-nude-1506.jpg!Large.jpg,8686-female-nude-1506.jpg,"[{'class': 'ARMPITS_EXPOSED', 'score': 0.36439138650894165, 'box': [111, 159, 27, 36]}, {'class': 'FEET_EXPOSED', 'score': 0.33126193284988403, 'box': [158, 517, 36, 43]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.292609304189682, 'box': [118, 252, 103, 68]}]",True,unknown
37,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,['childrenportraits'],https://www.wikiart.org/en/albrecht-durer/seated-nude-child-1506,https://uploads8.wikiart.org/images/albrecht-durer/seated-nude-child-1506.jpg!Large.jpg,8694-seated-nude-child-1506.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.6271228790283203, 'box': [140, 270, 97, 79]}, {'class': 'FACE_MALE', 'score': 0.4520445466041565, 'box': [182, 113, 84, 74]}, {'class': 'FEET_COVERED', 'score': 0.4344392716884613, 'box': [213, 496, 70, 67]}, {'class': 'FEET_COVERED', 'score': 0.29733723402023315, 'box': [52, 516, 86, 63]}]",False,male
38,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Standing', 'Figuredrawing', 'Sketch', 'Humanbody']",https://www.wikiart.org/en/albrecht-durer/lucrece-1508,https://uploads7.wikiart.org/images/albrecht-durer/lucrece-1508.jpg!Large.jpg,8737-lucrece-1508.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.392729789018631, 'box': [107, 31, 52, 48]}]",False,female
39,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'Standing', 'Male', 'Chest']",https://www.wikiart.org/en/albrecht-durer/standing-female-nude-with-baton-in-the-right,https://uploads3.wikiart.org/images/albrecht-durer/standing-female-nude-with-baton-in-the-right.jpg!Large.jpg,8751-standing-female-nude-with-baton-in-the-right.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.6690341830253601, 'box': [91, 238, 79, 66]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.5846707224845886, 'box': [72, 187, 44, 40]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.5783213973045349, 'box': [120, 186, 49, 42]}, {'class': 'FEET_EXPOSED', 'score': 0.48808133602142334, 'box': [127, 530, 48, 55]}, {'class': 'FEET_EXPOSED', 'score': 0.384755939245224, 'box': [74, 524, 49, 57]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.35254019498825073, 'box': [129, 314, 28, 34]}]",True,unknown
40,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'male-nude', 'Human', 'Figuredrawing', 'Sketch', 'Organism']",https://www.wikiart.org/en/albrecht-durer/male-and-female-nudes-1515,https://uploads3.wikiart.org/images/albrecht-durer/male-and-female-nudes-1515.jpg!Large.jpg,8903-male-and-female-nudes-1515.jpg,,False,unknown
41,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['female-nude', 'male-nude', 'Sketch', 'Figuredrawing']",https://www.wikiart.org/en/albrecht-durer/male-and-female-nudes-1516,https://uploads3.wikiart.org/images/albrecht-durer/male-and-female-nudes-1516.jpg!Large.jpg,8925-male-and-female-nudes-1516.jpg,,False,unknown
42,Albrecht Durer,Northern Renaissance,nude painting (nu),Northern Renaissance,"['male-nude', 'Figuredrawing', 'Sketch']",https://www.wikiart.org/en/albrecht-durer/five-male-nudes-1526,https://uploads6.wikiart.org/images/albrecht-durer/five-male-nudes-1526.jpg!Large.jpg,9078-five-male-nudes-1526.jpg,,False,unknown
43,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/achille-and-briseis,https://uploads8.wikiart.org/images/agostino-carracci/achille-and-briseis.jpg!Large.jpg,10564-achille-and-briseis.jpg,,False,unknown
44,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Aeneas', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/aeneas-and-dido,https://uploads4.wikiart.org/images/agostino-carracci/aeneas-and-dido.jpg!Large.jpg,10565-aeneas-and-dido.jpg,,False,unknown
45,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Figuredrawing']",https://www.wikiart.org/en/agostino-carracci/alcibiade-and-glycere,https://uploads1.wikiart.org/images/agostino-carracci/alcibiade-and-glycere.jpg!Large.jpg,10566-alcibiade-and-glycere.jpg,,False,unknown
46,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Ariadne', 'Bacchus/Dionysus', 'Stockphotography', 'Mythology']",https://www.wikiart.org/en/agostino-carracci/bachus-and-ariane,https://uploads6.wikiart.org/images/agostino-carracci/bachus-and-ariane.jpg!Large.jpg,10567-bachus-and-ariane.jpg,,False,unknown
